date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-06-08,,sector_rel,N,2700.0,2800.0,2750.0,212,110,0.5188679245283019,0.5188679245283019,True,0.5,0.8,True
2023-06-08,,sector_rel,N,2800.0,2900.0,2850.0,241,207,0.8589211618257261,0.8589211618257261,True,0.5,0.8,False
2023-06-08,,sector_rel,N,2900.0,3000.0,2950.0,175,161,0.92,0.92,True,0.5,0.8,False
2023-06-08,,sector_rel,N,3000.0,3100.0,3050.0,80,75,0.9375,0.9375,True,0.5,0.8,False
2023-06-08,,sector_rel,N,3100.0,3200.0,3150.0,61,61,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,N,3200.0,3300.0,3250.0,32,32,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,N,3300.0,3400.0,3350.0,16,16,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,N,3400.0,3500.0,3450.0,6,6,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,1900.0,2000.0,1950.0,9,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2000.0,2100.0,2050.0,11,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2100.0,2200.0,2150.0,29,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2200.0,2300.0,2250.0,62,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2300.0,2400.0,2350.0,57,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2400.0,2500.0,2450.0,87,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2500.0,2600.0,2550.0,129,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2600.0,2700.0,2650.0,179,22,0.12290502793296089,0.12290502793296089,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2700.0,2800.0,2750.0,223,106,0.47533632286995514,0.47533632286995514,False,0.5,0.8,True
2023-06-08,,sector_rel,E,2800.0,2900.0,2850.0,283,256,0.9045936395759717,0.9045936395759717,True,0.5,0.8,False
2023-06-08,,sector_rel,E,2900.0,3000.0,2950.0,279,278,0.996415770609319,0.996415770609319,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3000.0,3100.0,3050.0,180,180,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3100.0,3200.0,3150.0,101,101,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3200.0,3300.0,3250.0,51,51,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3300.0,3400.0,3350.0,26,26,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3400.0,3500.0,3450.0,8,8,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3500.0,3600.0,3550.0,1,1,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,E,3600.0,3700.0,3650.0,2,2,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,1900.0,2000.0,1950.0,15,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2000.0,2100.0,2050.0,48,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2100.0,2200.0,2150.0,55,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2200.0,2300.0,2250.0,64,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2300.0,2400.0,2350.0,111,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2400.0,2500.0,2450.0,140,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2500.0,2600.0,2550.0,166,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2600.0,2700.0,2650.0,193,2,0.010362694300518135,0.010362694300518135,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2700.0,2800.0,2750.0,217,56,0.25806451612903225,0.25806451612903225,False,0.5,0.8,True
2023-06-08,,sector_rel,S,2800.0,2900.0,2850.0,220,157,0.7136363636363636,0.7136363636363636,True,0.5,0.8,True
2023-06-08,,sector_rel,S,2900.0,3000.0,2950.0,265,243,0.9169811320754717,0.9169811320754717,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3000.0,3100.0,3050.0,219,207,0.9452054794520548,0.9452054794520548,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3100.0,3200.0,3150.0,122,122,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3200.0,3300.0,3250.0,83,83,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3300.0,3400.0,3350.0,57,57,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3400.0,3500.0,3450.0,27,27,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3500.0,3600.0,3550.0,8,8,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,S,3600.0,3700.0,3650.0,2,2,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,W,2000.0,2100.0,2050.0,1,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2100.0,2200.0,2150.0,12,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2200.0,2300.0,2250.0,20,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2300.0,2400.0,2350.0,18,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2400.0,2500.0,2450.0,20,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2500.0,2600.0,2550.0,52,0,0.0,0.0,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2600.0,2700.0,2650.0,91,20,0.21978021978021978,0.21978021978021978,False,0.5,0.8,True
2023-06-08,,sector_rel,W,2700.0,2800.0,2750.0,129,65,0.5038759689922481,0.5038759689922481,True,0.5,0.8,True
2023-06-08,,sector_rel,W,2800.0,2900.0,2850.0,196,165,0.8418367346938775,0.8418367346938775,True,0.5,0.8,False
2023-06-08,,sector_rel,W,2900.0,3000.0,2950.0,160,147,0.91875,0.91875,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3000.0,3100.0,3050.0,113,109,0.9646017699115044,0.91875,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3100.0,3200.0,3150.0,98,90,0.9183673469387755,0.9183673469387755,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3200.0,3300.0,3250.0,83,74,0.891566265060241,0.9183673469387755,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3300.0,3400.0,3350.0,33,33,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3400.0,3500.0,3450.0,12,12,1.0,1.0,True,0.5,0.8,False
2023-06-08,,sector_rel,W,3500.0,3600.0,3550.0,2,2,1.0,1.0,True,0.5,0.8,False
