date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,0,0.0,0.0,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,3,0.00625,0.00625,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,107,0.17011128775834658,0.17011128775834658,False,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,405,0.5120101137800253,0.5120101137800253,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,801,0.8512221041445271,0.8512221041445271,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,815,0.944380069524913,0.9221453287197232,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,533,0.9221453287197232,0.944380069524913,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3100.0,3200.0,3150.0,339,327,0.9646017699115044,0.9414414414414415,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3200.0,3300.0,3250.0,222,209,0.9414414414414415,0.9646017699115044,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3300.0,3400.0,3350.0,132,129,0.9772727272727273,0.9629629629629629,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3400.0,3500.0,3450.0,54,52,0.9629629629629629,0.9629629629629629,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3500.0,3600.0,3550.0,15,14,0.9333333333333333,0.9629629629629629,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,basin,,3600.0,3700.0,3650.0,3,3,1.0,0.9666666666666667,True,0.5,,
2023-06-04,,2023-06-04T17:07:12Z,sidecar_metadata,derived,sector_rel,N,1900.0,2000.0,1950.0,18,0,0.0,0.0,False,0.5,0.8,True
