date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-06-16,,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2200.0,2300.0,2250.0,216,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2300.0,2400.0,2350.0,293,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2400.0,2500.0,2450.0,368,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2500.0,2600.0,2550.0,480,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2600.0,2700.0,2650.0,629,0,0.0,0.0,False,0.5,,
2023-06-16,,basin,,2700.0,2800.0,2750.0,791,75,0.09481668773704172,0.09481668773704172,False,0.5,,
2023-06-16,,basin,,2800.0,2900.0,2850.0,941,428,0.45483528161530284,0.45483528161530284,False,0.5,,
2023-06-16,,basin,,2900.0,3000.0,2950.0,863,680,0.7879490150637312,0.7879490150637312,True,0.5,,
2023-06-16,,basin,,3000.0,3100.0,3050.0,578,500,0.8650519031141869,0.8650519031141869,True,0.5,,
2023-06-16,,basin,,3100.0,3200.0,3150.0,339,312,0.9203539823008849,0.9203539823008849,True,0.5,,
2023-06-16,,basin,,3200.0,3300.0,3250.0,222,213,0.9594594594594594,0.9594594594594594,True,0.5,,
2023-06-16,,basin,,3300.0,3400.0,3350.0,132,129,0.9772727272727273,0.9772727272727273,True,0.5,,
2023-06-16,,basin,,3400.0,3500.0,3450.0,54,54,1.0,1.0,True,0.5,,
2023-06-16,,basin,,3500.0,3600.0,3550.0,15,15,1.0,1.0,True,0.5,,
2023-06-16,,basin,,3600.0,3700.0,3650.0,3,3,1.0,1.0,True,0.5,,
