date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,8,0.037037037037037035,0.037037037037037035,False,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,169,0.5767918088737202,0.5767918088737202,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,325,0.8831521739130435,0.8831521739130435,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,454,0.9458333333333333,0.9458333333333333,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,610,0.9697933227344993,0.9697933227344993,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,782,0.988621997471555,0.988621997471555,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,941,1.0,1.0,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,863,1.0,1.0,True,0.5,,
2023-05-11,,2023-05-11T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,577,0.9982698961937716,1.0,True,0.5,,
