date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,0,0.0,0.0,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,5,0.005313496280552604,0.005313496280552604,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,96,0.11123986095017381,0.11123986095017381,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,165,0.28546712802768165,0.28546712802768165,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3100.0,3200.0,3150.0,339,143,0.4218289085545723,0.4218289085545723,False,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3200.0,3300.0,3250.0,222,120,0.5405405405405406,0.5405405405405406,True,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3300.0,3400.0,3350.0,132,86,0.6515151515151515,0.6111111111111112,True,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3400.0,3500.0,3450.0,54,33,0.6111111111111112,0.6515151515151515,True,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3500.0,3600.0,3550.0,15,11,0.7333333333333333,0.7333333333333333,True,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,basin,,3600.0,3700.0,3650.0,3,3,1.0,0.8666666666666667,True,0.5,,
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,1900.0,2000.0,1950.0,18,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2000.0,2100.0,2050.0,59,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2100.0,2200.0,2150.0,52,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2200.0,2300.0,2250.0,65,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2300.0,2400.0,2350.0,101,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2400.0,2500.0,2450.0,117,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2500.0,2600.0,2550.0,130,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2600.0,2700.0,2650.0,166,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2700.0,2800.0,2750.0,210,0,0.0,0.0,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2800.0,2900.0,2850.0,240,3,0.0125,0.0125,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2900.0,3000.0,2950.0,175,25,0.14285714285714285,0.14285714285714285,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3000.0,3100.0,3050.0,78,21,0.2692307692307692,0.2692307692307692,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3100.0,3200.0,3150.0,54,16,0.2962962962962963,0.2962962962962963,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3200.0,3300.0,3250.0,29,11,0.3793103448275862,0.3793103448275862,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3300.0,3400.0,3350.0,13,8,0.6153846153846154,0.6153846153846154,True,0.5,0.49230769230769234,False
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3400.0,3500.0,3450.0,6,4,0.6666666666666666,0.6153846153846154,True,0.5,0.49230769230769234,False
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3500.0,3600.0,3550.0,1,0,0.0,0.3333333333333333,False,0.5,0.49230769230769234,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,1900.0,2000.0,1950.0,9,0,0.0,0.0,False,0.5,0.6400000000000001,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,2000.0,2100.0,2050.0,12,0,0.0,0.0,False,0.5,0.6400000000000001,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,2100.0,2200.0,2150.0,34,0,0.0,0.0,False,0.5,0.6400000000000001,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,2200.0,2300.0,2250.0,67,0,0.0,0.0,False,0.5,0.6400000000000001,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,2300.0,2400.0,2350.0,67,0,0.0,0.0,False,0.5,0.6400000000000001,True
2023-06-28,,2023-06-28T17:07:12Z,sidecar_metadata,derived,sector_rel,E,2400.0,2500.0,2450.0,97,0,0.0,0.0,False,0.5,0.6400000000000001,True
