date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-05-27,,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-05-27,,basin,,2000.0,2100.0,2050.0,119,0,0.0,0.0,False,0.5,,
2023-05-27,,basin,,2100.0,2200.0,2150.0,147,0,0.0,0.0,False,0.5,,
2023-05-27,,basin,,2200.0,2300.0,2250.0,211,0,0.0,0.0,False,0.5,,
2023-05-27,,basin,,2300.0,2400.0,2350.0,286,0,0.0,0.0,False,0.5,,
2023-05-27,,basin,,2400.0,2500.0,2450.0,363,13,0.03581267217630854,0.03581267217630854,False,0.5,,
2023-05-27,,basin,,2500.0,2600.0,2550.0,476,166,0.3487394957983193,0.3487394957983193,False,0.5,,
2023-05-27,,basin,,2600.0,2700.0,2650.0,630,444,0.7047619047619048,0.7047619047619048,True,0.5,,
2023-05-27,,basin,,2700.0,2800.0,2750.0,781,690,0.8834827144686299,0.8834827144686299,True,0.5,,
2023-05-27,,basin,,2800.0,2900.0,2850.0,940,924,0.9829787234042553,0.9829787234042553,True,0.5,,
2023-05-27,,basin,,2900.0,3000.0,2950.0,879,873,0.9931740614334471,0.9931740614334471,True,0.5,,
2023-05-27,,basin,,3000.0,3100.0,3050.0,592,591,0.9983108108108109,0.9931740614334471,True,0.5,,
2023-05-27,,basin,,3100.0,3200.0,3150.0,382,376,0.9842931937172775,0.9842931937172775,True,0.5,,
2023-05-27,,basin,,3200.0,3300.0,3250.0,249,241,0.9678714859437751,0.9842931937172775,True,0.5,,
2023-05-27,,basin,,3300.0,3400.0,3350.0,132,132,1.0,1.0,True,0.5,,
2023-05-27,,basin,,3400.0,3500.0,3450.0,53,53,1.0,1.0,True,0.5,,
2023-05-27,,basin,,3500.0,3600.0,3550.0,11,11,1.0,1.0,True,0.5,,
2023-05-27,,basin,,3600.0,3700.0,3650.0,4,3,0.75,0.875,True,0.5,,
