date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-03-28,,sector_rel,E,1900.0,2000.0,1950.0,9,3,0.3333333333333333,0.48484848484848486,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,2000.0,2100.0,2050.0,11,7,0.6363636363636364,0.5862068965517241,True,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,2100.0,2200.0,2150.0,29,17,0.5862068965517241,0.6363636363636364,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2200.0,2300.0,2250.0,62,43,0.6935483870967742,0.6935483870967742,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2300.0,2400.0,2350.0,57,49,0.8596491228070176,0.7816091954022989,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2400.0,2500.0,2450.0,87,68,0.7816091954022989,0.7816091954022989,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2500.0,2600.0,2550.0,129,90,0.6976744186046512,0.6976744186046512,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2600.0,2700.0,2650.0,179,123,0.6871508379888268,0.6871508379888268,True,0.5,0.6252873563218392,False
2023-03-28,,sector_rel,E,2700.0,2800.0,2750.0,223,103,0.4618834080717489,0.4618834080717489,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,2800.0,2900.0,2850.0,283,53,0.1872791519434629,0.1872791519434629,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,2900.0,3000.0,2950.0,279,13,0.04659498207885305,0.04659498207885305,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3000.0,3100.0,3050.0,180,5,0.027777777777777776,0.027777777777777776,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3100.0,3200.0,3150.0,101,1,0.009900990099009901,0.027777777777777776,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3200.0,3300.0,3250.0,51,2,0.0392156862745098,0.009900990099009901,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3300.0,3400.0,3350.0,26,0,0.0,0.0,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3400.0,3500.0,3450.0,8,0,0.0,0.0,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3500.0,3600.0,3550.0,1,0,0.0,0.0,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,E,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.6252873563218392,True
2023-03-28,,sector_rel,S,1900.0,2000.0,1950.0,15,10,0.6666666666666666,0.6666666666666666,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2000.0,2100.0,2050.0,48,32,0.6666666666666666,0.6666666666666666,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2100.0,2200.0,2150.0,55,38,0.6909090909090909,0.6909090909090909,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2200.0,2300.0,2250.0,64,51,0.796875,0.6909090909090909,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2300.0,2400.0,2350.0,111,69,0.6216216216216216,0.6216216216216216,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2400.0,2500.0,2450.0,140,84,0.6,0.6216216216216216,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2500.0,2600.0,2550.0,166,114,0.6867469879518072,0.6867469879518072,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2600.0,2700.0,2650.0,193,142,0.7357512953367875,0.6867469879518072,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2700.0,2800.0,2750.0,217,147,0.6774193548387096,0.6774193548387096,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2800.0,2900.0,2850.0,220,144,0.6545454545454545,0.6545454545454545,True,0.5,0.5527272727272727,False
2023-03-28,,sector_rel,S,2900.0,3000.0,2950.0,265,63,0.23773584905660378,0.23773584905660378,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3000.0,3100.0,3050.0,219,23,0.1050228310502283,0.1050228310502283,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3100.0,3200.0,3150.0,122,4,0.03278688524590164,0.03278688524590164,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3200.0,3300.0,3250.0,83,2,0.024096385542168676,0.024096385542168676,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3300.0,3400.0,3350.0,57,1,0.017543859649122806,0.024096385542168676,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3400.0,3500.0,3450.0,27,1,0.037037037037037035,0.017543859649122806,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3500.0,3600.0,3550.0,8,0,0.0,0.0,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,S,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.5527272727272727,True
2023-03-28,,sector_rel,W,2000.0,2100.0,2050.0,1,1,1.0,0.6666666666666666,True,0.5,0.5333333333333333,False
2023-03-28,,sector_rel,W,2100.0,2200.0,2150.0,12,4,0.3333333333333333,0.3333333333333333,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2200.0,2300.0,2250.0,20,1,0.05,0.05,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2300.0,2400.0,2350.0,18,0,0.0,0.05,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2400.0,2500.0,2450.0,20,2,0.1,0.019230769230769232,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2500.0,2600.0,2550.0,52,1,0.019230769230769232,0.019230769230769232,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2600.0,2700.0,2650.0,91,1,0.01098901098901099,0.019230769230769232,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2700.0,2800.0,2750.0,129,7,0.05426356589147287,0.01098901098901099,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2800.0,2900.0,2850.0,196,0,0.0,0.0125,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,2900.0,3000.0,2950.0,160,2,0.0125,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3000.0,3100.0,3050.0,113,0,0.0,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3100.0,3200.0,3150.0,98,0,0.0,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3200.0,3300.0,3250.0,83,0,0.0,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3300.0,3400.0,3350.0,33,1,0.030303030303030304,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3400.0,3500.0,3450.0,12,0,0.0,0.0,False,0.5,0.5333333333333333,True
2023-03-28,,sector_rel,W,3500.0,3600.0,3550.0,2,0,0.0,0.0,False,0.5,0.5333333333333333,True
