date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-05-03,,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-05-03,,basin,,2000.0,2100.0,2050.0,119,0,0.0,0.0,False,0.5,,
2023-05-03,,basin,,2100.0,2200.0,2150.0,147,2,0.013605442176870748,0.013605442176870748,False,0.5,,
2023-05-03,,basin,,2200.0,2300.0,2250.0,211,14,0.06635071090047394,0.06635071090047394,False,0.5,,
2023-05-03,,basin,,2300.0,2400.0,2350.0,286,77,0.2692307692307692,0.2692307692307692,False,0.5,,
2023-05-03,,basin,,2400.0,2500.0,2450.0,363,204,0.5619834710743802,0.5619834710743802,True,0.5,,
2023-05-03,,basin,,2500.0,2600.0,2550.0,476,375,0.7878151260504201,0.7878151260504201,True,0.5,,
2023-05-03,,basin,,2600.0,2700.0,2650.0,630,572,0.9079365079365079,0.9079365079365079,True,0.5,,
2023-05-03,,basin,,2700.0,2800.0,2750.0,781,735,0.941101152368758,0.9079365079365079,True,0.5,,
2023-05-03,,basin,,2800.0,2900.0,2850.0,940,757,0.8053191489361702,0.8053191489361702,True,0.5,,
2023-05-03,,basin,,2900.0,3000.0,2950.0,879,645,0.7337883959044369,0.7337883959044369,True,0.5,,
2023-05-03,,basin,,3000.0,3100.0,3050.0,592,324,0.5472972972972973,0.5472972972972973,True,0.5,,
2023-05-03,,basin,,3100.0,3200.0,3150.0,382,101,0.2643979057591623,0.2643979057591623,False,0.5,,
2023-05-03,,basin,,3200.0,3300.0,3250.0,249,39,0.1566265060240964,0.1566265060240964,False,0.5,,
2023-05-03,,basin,,3300.0,3400.0,3350.0,132,4,0.030303030303030304,0.030303030303030304,False,0.5,,
2023-05-03,,basin,,3400.0,3500.0,3450.0,53,1,0.018867924528301886,0.018867924528301886,False,0.5,,
2023-05-03,,basin,,3500.0,3600.0,3550.0,11,0,0.0,0.0,False,0.5,,
2023-05-03,,basin,,3600.0,3700.0,3650.0,4,0,0.0,0.0,False,0.5,,
2023-05-03,,sector_rel,N,1900.0,2000.0,1950.0,18,0,0.0,0.0,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2000.0,2100.0,2050.0,59,0,0.0,0.0,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2100.0,2200.0,2150.0,51,2,0.0392156862745098,0.0392156862745098,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2200.0,2300.0,2250.0,65,11,0.16923076923076924,0.16923076923076924,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2300.0,2400.0,2350.0,100,51,0.51,0.51,True,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2400.0,2500.0,2450.0,116,91,0.7844827586206896,0.7844827586206896,True,0.5,0.7712574850299402,False
2023-05-03,,sector_rel,N,2500.0,2600.0,2550.0,129,125,0.9689922480620154,0.9640718562874252,True,0.5,0.7712574850299402,False
2023-05-03,,sector_rel,N,2600.0,2700.0,2650.0,167,161,0.9640718562874252,0.9640718562874252,True,0.5,0.7712574850299402,False
2023-05-03,,sector_rel,N,2700.0,2800.0,2750.0,212,182,0.8584905660377359,0.8584905660377359,True,0.5,0.7712574850299402,False
2023-05-03,,sector_rel,N,2800.0,2900.0,2850.0,241,119,0.49377593360995853,0.49377593360995853,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,2900.0,3000.0,2950.0,175,35,0.2,0.2,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,3000.0,3100.0,3050.0,80,2,0.025,0.025,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,3100.0,3200.0,3150.0,61,1,0.01639344262295082,0.01639344262295082,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,3200.0,3300.0,3250.0,32,0,0.0,0.0,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,3300.0,3400.0,3350.0,16,0,0.0,0.0,False,0.5,0.7712574850299402,True
2023-05-03,,sector_rel,N,3400.0,3500.0,3450.0,6,0,0.0,0.0,False,0.5,0.7712574850299402,True
