date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,3,0.07142857142857142,0.06904761904761905,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,8,0.06666666666666667,0.07142857142857142,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,16,0.10596026490066225,0.06666666666666667,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,11,0.05092592592592592,0.05802047781569966,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,17,0.05802047781569966,0.05092592592592592,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,15,0.04076086956521739,0.04076086956521739,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,16,0.03333333333333333,0.034976152623211444,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,22,0.034976152623211444,0.03333333333333333,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,8,0.010113780025284451,0.010113780025284451,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,7,0.007438894792773645,0.007438894792773645,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,4,0.004634994206257242,0.007438894792773645,False,0.5,,
2023-03-12,,2023-03-12T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,6,0.010380622837370242,0.0058997050147492625,False,0.5,,
