date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,1,0.004629629629629629,0.0034129692832764505,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,1,0.0034129692832764505,0.004629629629629629,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,14,0.03804347826086957,0.03804347826086957,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,36,0.075,0.075,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,64,0.10174880763116058,0.10174880763116058,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,99,0.12515802781289506,0.10174880763116058,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,89,0.09458023379383634,0.09458023379383634,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,45,0.05214368482039398,0.05214368482039398,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,20,0.03460207612456748,0.03460207612456748,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3100.0,3200.0,3150.0,339,4,0.011799410029498525,0.011799410029498525,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3200.0,3300.0,3250.0,222,2,0.009009009009009009,0.011799410029498525,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3300.0,3400.0,3350.0,132,2,0.015151515151515152,0.009009009009009009,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3400.0,3500.0,3450.0,54,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3500.0,3600.0,3550.0,15,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,basin,,3600.0,3700.0,3650.0,3,0,0.0,0.0,False,0.5,,
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,1900.0,2000.0,1950.0,18,0,0.0,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2000.0,2100.0,2050.0,59,0,0.0,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2100.0,2200.0,2150.0,52,0,0.0,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2200.0,2300.0,2250.0,65,0,0.0,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2300.0,2400.0,2350.0,101,0,0.0,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2400.0,2500.0,2450.0,117,1,0.008547008547008548,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2500.0,2600.0,2550.0,130,0,0.0,0.008547008547008548,False,0.5,0.0068376068376068385,False
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2600.0,2700.0,2650.0,166,2,0.012048192771084338,0.0,False,0.5,0.0068376068376068385,True
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2700.0,2800.0,2750.0,210,0,0.0,0.008333333333333333,False,0.5,0.0068376068376068385,False
2023-04-05,,2023-04-05T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2800.0,2900.0,2850.0,240,2,0.008333333333333333,0.005714285714285714,False,0.5,0.0068376068376068385,True
