date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-04-21,,basin,,1900.0,2000.0,1950.0,42,10,0.23809523809523808,0.303921568627451,False,0.5,,
2023-04-21,,basin,,2000.0,2100.0,2050.0,119,44,0.3697478991596639,0.3697478991596639,False,0.5,,
2023-04-21,,basin,,2100.0,2200.0,2150.0,147,60,0.40816326530612246,0.3744075829383886,False,0.5,,
2023-04-21,,basin,,2200.0,2300.0,2250.0,211,79,0.3744075829383886,0.3811188811188811,False,0.5,,
2023-04-21,,basin,,2300.0,2400.0,2350.0,286,109,0.3811188811188811,0.3744075829383886,False,0.5,,
2023-04-21,,basin,,2400.0,2500.0,2450.0,363,130,0.3581267217630854,0.37815126050420167,False,0.5,,
2023-04-21,,basin,,2500.0,2600.0,2550.0,476,180,0.37815126050420167,0.37142857142857144,False,0.5,,
2023-04-21,,basin,,2600.0,2700.0,2650.0,630,234,0.37142857142857144,0.37142857142857144,False,0.5,,
2023-04-21,,basin,,2700.0,2800.0,2750.0,781,218,0.2791293213828425,0.2791293213828425,False,0.5,,
2023-04-21,,basin,,2800.0,2900.0,2850.0,940,108,0.1148936170212766,0.1148936170212766,False,0.5,,
2023-04-21,,basin,,2900.0,3000.0,2950.0,879,32,0.03640500568828214,0.03640500568828214,False,0.5,,
2023-04-21,,basin,,3000.0,3100.0,3050.0,592,8,0.013513513513513514,0.013513513513513514,False,0.5,,
2023-04-21,,basin,,3100.0,3200.0,3150.0,382,0,0.0,0.0,False,0.5,,
2023-04-21,,basin,,3200.0,3300.0,3250.0,249,0,0.0,0.0,False,0.5,,
2023-04-21,,basin,,3300.0,3400.0,3350.0,132,0,0.0,0.0,False,0.5,,
2023-04-21,,basin,,3400.0,3500.0,3450.0,53,0,0.0,0.0,False,0.5,,
2023-04-21,,basin,,3500.0,3600.0,3550.0,11,0,0.0,0.0,False,0.5,,
2023-04-21,,basin,,3600.0,3700.0,3650.0,4,0,0.0,0.0,False,0.5,,
2023-04-21,,sector_rel,N,1900.0,2000.0,1950.0,18,9,0.5,0.5889830508474576,True,0.5,0.4711864406779661,False
2023-04-21,,sector_rel,N,2000.0,2100.0,2050.0,59,40,0.6779661016949152,0.5490196078431373,True,0.5,0.4711864406779661,False
2023-04-21,,sector_rel,N,2100.0,2200.0,2150.0,51,28,0.5490196078431373,0.5490196078431373,True,0.5,0.4711864406779661,False
2023-04-21,,sector_rel,N,2200.0,2300.0,2250.0,65,8,0.12307692307692308,0.12307692307692308,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2300.0,2400.0,2350.0,100,3,0.03,0.03,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2400.0,2500.0,2450.0,116,3,0.02586206896551724,0.02586206896551724,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2500.0,2600.0,2550.0,129,2,0.015503875968992248,0.015503875968992248,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2600.0,2700.0,2650.0,167,1,0.005988023952095809,0.005988023952095809,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2700.0,2800.0,2750.0,212,0,0.0,0.004149377593360996,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2800.0,2900.0,2850.0,241,1,0.004149377593360996,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,2900.0,3000.0,2950.0,175,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,3000.0,3100.0,3050.0,80,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,3100.0,3200.0,3150.0,61,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,3200.0,3300.0,3250.0,32,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,3300.0,3400.0,3350.0,16,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,N,3400.0,3500.0,3450.0,6,0,0.0,0.0,False,0.5,0.4711864406779661,True
2023-04-21,,sector_rel,E,1900.0,2000.0,1950.0,9,0,0.0,0.045454545454545456,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2000.0,2100.0,2050.0,11,1,0.09090909090909091,0.09090909090909091,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2100.0,2200.0,2150.0,29,10,0.3448275862068966,0.3448275862068966,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2200.0,2300.0,2250.0,62,32,0.5161290322580645,0.5161290322580645,True,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2300.0,2400.0,2350.0,57,41,0.7192982456140351,0.6666666666666666,True,0.5,0.5395348837209303,False
2023-04-21,,sector_rel,E,2400.0,2500.0,2450.0,87,58,0.6666666666666666,0.6744186046511628,True,0.5,0.5395348837209303,False
2023-04-21,,sector_rel,E,2500.0,2600.0,2550.0,129,87,0.6744186046511628,0.6744186046511628,True,0.5,0.5395348837209303,False
2023-04-21,,sector_rel,E,2600.0,2700.0,2650.0,179,123,0.6871508379888268,0.6744186046511628,True,0.5,0.5395348837209303,False
2023-04-21,,sector_rel,E,2700.0,2800.0,2750.0,223,99,0.4439461883408072,0.4439461883408072,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2800.0,2900.0,2850.0,283,30,0.10600706713780919,0.10600706713780919,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,2900.0,3000.0,2950.0,279,8,0.02867383512544803,0.03333333333333333,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3000.0,3100.0,3050.0,180,6,0.03333333333333333,0.02867383512544803,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3100.0,3200.0,3150.0,101,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3200.0,3300.0,3250.0,51,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3300.0,3400.0,3350.0,26,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3400.0,3500.0,3450.0,8,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3500.0,3600.0,3550.0,1,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,E,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.5395348837209303,True
2023-04-21,,sector_rel,S,1900.0,2000.0,1950.0,15,1,0.06666666666666667,0.06458333333333333,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,2000.0,2100.0,2050.0,48,3,0.0625,0.06666666666666667,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,2100.0,2200.0,2150.0,55,19,0.34545454545454546,0.34545454545454546,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,2200.0,2300.0,2250.0,64,38,0.59375,0.5855855855855856,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2300.0,2400.0,2350.0,111,65,0.5855855855855856,0.5855855855855856,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2400.0,2500.0,2450.0,140,68,0.4857142857142857,0.5421686746987951,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2500.0,2600.0,2550.0,166,90,0.5421686746987951,0.5421686746987951,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2600.0,2700.0,2650.0,193,110,0.5699481865284974,0.543778801843318,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2700.0,2800.0,2750.0,217,118,0.543778801843318,0.543778801843318,True,0.5,0.4684684684684685,False
2023-04-21,,sector_rel,S,2800.0,2900.0,2850.0,220,77,0.35,0.35,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,2900.0,3000.0,2950.0,265,24,0.09056603773584905,0.09056603773584905,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3000.0,3100.0,3050.0,219,2,0.0091324200913242,0.0091324200913242,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3100.0,3200.0,3150.0,122,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3200.0,3300.0,3250.0,83,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3300.0,3400.0,3350.0,57,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3400.0,3500.0,3450.0,27,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3500.0,3600.0,3550.0,8,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,S,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.4684684684684685,True
2023-04-21,,sector_rel,W,2000.0,2100.0,2050.0,1,0,0.0,0.125,False,0.5,0.1,False
2023-04-21,,sector_rel,W,2100.0,2200.0,2150.0,12,3,0.25,0.05,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2200.0,2300.0,2250.0,20,1,0.05,0.05,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2300.0,2400.0,2350.0,18,0,0.0,0.05,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2400.0,2500.0,2450.0,20,1,0.05,0.019230769230769232,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2500.0,2600.0,2550.0,52,1,0.019230769230769232,0.019230769230769232,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2600.0,2700.0,2650.0,91,0,0.0,0.007751937984496124,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2700.0,2800.0,2750.0,129,1,0.007751937984496124,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2800.0,2900.0,2850.0,196,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,2900.0,3000.0,2950.0,160,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3000.0,3100.0,3050.0,113,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3100.0,3200.0,3150.0,98,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3200.0,3300.0,3250.0,83,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3300.0,3400.0,3350.0,33,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3400.0,3500.0,3450.0,12,0,0.0,0.0,False,0.5,0.1,True
2023-04-21,,sector_rel,W,3500.0,3600.0,3550.0,2,0,0.0,0.0,False,0.5,0.1,True
