date,region_id,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-04-17,,basin,,1900.0,2000.0,1950.0,42,21,0.5,0.5875,True,0.5,,
2023-04-17,,basin,,2000.0,2100.0,2050.0,120,81,0.675,0.675,True,0.5,,
2023-04-17,,basin,,2100.0,2200.0,2150.0,151,102,0.6754966887417219,0.675,True,0.5,,
2023-04-17,,basin,,2200.0,2300.0,2250.0,216,134,0.6203703703703703,0.6484641638225256,True,0.5,,
2023-04-17,,basin,,2300.0,2400.0,2350.0,293,190,0.6484641638225256,0.6203703703703703,True,0.5,,
2023-04-17,,basin,,2400.0,2500.0,2450.0,368,222,0.6032608695652174,0.6104166666666667,True,0.5,,
2023-04-17,,basin,,2500.0,2600.0,2550.0,480,293,0.6104166666666667,0.6032608695652174,True,0.5,,
2023-04-17,,basin,,2600.0,2700.0,2650.0,629,333,0.5294117647058824,0.5294117647058824,True,0.5,,
2023-04-17,,basin,,2700.0,2800.0,2750.0,791,338,0.427307206068268,0.427307206068268,False,0.5,,
2023-04-17,,basin,,2800.0,2900.0,2850.0,941,254,0.26992561105207225,0.26992561105207225,False,0.5,,
2023-04-17,,basin,,2900.0,3000.0,2950.0,863,209,0.2421784472769409,0.2421784472769409,False,0.5,,
2023-04-17,,basin,,3000.0,3100.0,3050.0,578,112,0.19377162629757785,0.19377162629757785,False,0.5,,
2023-04-17,,basin,,3100.0,3200.0,3150.0,339,43,0.12684365781710916,0.12684365781710916,False,0.5,,
2023-04-17,,basin,,3200.0,3300.0,3250.0,222,10,0.04504504504504504,0.04504504504504504,False,0.5,,
2023-04-17,,basin,,3300.0,3400.0,3350.0,132,3,0.022727272727272728,0.022727272727272728,False,0.5,,
2023-04-17,,basin,,3400.0,3500.0,3450.0,54,0,0.0,0.0,False,0.5,,
2023-04-17,,basin,,3500.0,3600.0,3550.0,15,0,0.0,0.0,False,0.5,,
2023-04-17,,basin,,3600.0,3700.0,3650.0,3,0,0.0,0.0,False,0.5,,
2023-04-17,,sector_rel,N,1900.0,2000.0,1950.0,18,13,0.7222222222222222,0.7339924670433144,True,0.5,0.5871939736346515,False
2023-04-17,,sector_rel,N,2000.0,2100.0,2050.0,59,44,0.7457627118644068,0.7222222222222222,True,0.5,0.5871939736346515,False
2023-04-17,,sector_rel,N,2100.0,2200.0,2150.0,52,32,0.6153846153846154,0.6153846153846154,True,0.5,0.5871939736346515,False
2023-04-17,,sector_rel,N,2200.0,2300.0,2250.0,65,25,0.38461538461538464,0.38461538461538464,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2300.0,2400.0,2350.0,101,32,0.31683168316831684,0.31683168316831684,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2400.0,2500.0,2450.0,117,14,0.11965811965811966,0.12307692307692308,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2500.0,2600.0,2550.0,130,16,0.12307692307692308,0.11965811965811966,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2600.0,2700.0,2650.0,166,8,0.04819277108433735,0.04819277108433735,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2700.0,2800.0,2750.0,210,1,0.004761904761904762,0.004761904761904762,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2800.0,2900.0,2850.0,240,1,0.004166666666666667,0.004166666666666667,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,2900.0,3000.0,2950.0,175,0,0.0,0.004166666666666667,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3000.0,3100.0,3050.0,78,2,0.02564102564102564,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3100.0,3200.0,3150.0,54,0,0.0,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3200.0,3300.0,3250.0,29,0,0.0,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3300.0,3400.0,3350.0,13,0,0.0,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3400.0,3500.0,3450.0,6,0,0.0,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,N,3500.0,3600.0,3550.0,1,0,0.0,0.0,False,0.5,0.5871939736346515,True
2023-04-17,,sector_rel,E,1900.0,2000.0,1950.0,9,6,0.6666666666666666,0.5833333333333333,True,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,2000.0,2100.0,2050.0,12,6,0.5,0.5,True,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,2100.0,2200.0,2150.0,34,17,0.5,0.5,True,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,2200.0,2300.0,2250.0,67,45,0.6716417910447762,0.6716417910447762,True,0.5,0.6114285714285714,False
2023-04-17,,sector_rel,E,2300.0,2400.0,2350.0,67,51,0.7611940298507462,0.7611940298507462,True,0.5,0.6114285714285714,False
2023-04-17,,sector_rel,E,2400.0,2500.0,2450.0,97,75,0.7731958762886598,0.7642857142857142,True,0.5,0.6114285714285714,False
2023-04-17,,sector_rel,E,2500.0,2600.0,2550.0,140,107,0.7642857142857142,0.7642857142857142,True,0.5,0.6114285714285714,False
2023-04-17,,sector_rel,E,2600.0,2700.0,2650.0,190,135,0.7105263157894737,0.7105263157894737,True,0.5,0.6114285714285714,False
2023-04-17,,sector_rel,E,2700.0,2800.0,2750.0,250,138,0.552,0.552,True,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,2800.0,2900.0,2850.0,306,96,0.3137254901960784,0.3137254901960784,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,2900.0,3000.0,2950.0,300,69,0.23,0.23,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3000.0,3100.0,3050.0,209,46,0.22009569377990432,0.22009569377990432,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3100.0,3200.0,3150.0,121,23,0.19008264462809918,0.19008264462809918,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3200.0,3300.0,3250.0,77,8,0.1038961038961039,0.1038961038961039,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3300.0,3400.0,3350.0,48,1,0.020833333333333332,0.020833333333333332,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3400.0,3500.0,3450.0,18,0,0.0,0.0,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3500.0,3600.0,3550.0,5,0,0.0,0.0,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,E,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.6114285714285714,True
2023-04-17,,sector_rel,S,1900.0,2000.0,1950.0,15,2,0.13333333333333333,0.37916666666666665,False,0.5,0.7373493975903616,True
2023-04-17,,sector_rel,S,2000.0,2100.0,2050.0,48,30,0.625,0.625,True,0.5,0.7373493975903616,True
2023-04-17,,sector_rel,S,2100.0,2200.0,2150.0,55,46,0.8363636363636363,0.8363636363636363,True,0.5,0.7373493975903616,False
