date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,1900.0,2000.0,1950.0,42,0,0.0,0.0,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2000.0,2100.0,2050.0,120,0,0.0,0.0,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2100.0,2200.0,2150.0,151,0,0.0,0.0,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2200.0,2300.0,2250.0,216,0,0.0,0.0,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2300.0,2400.0,2350.0,293,0,0.0,0.0,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2400.0,2500.0,2450.0,368,23,0.0625,0.0625,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2500.0,2600.0,2550.0,480,161,0.33541666666666664,0.33541666666666664,False,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2600.0,2700.0,2650.0,629,411,0.6534181240063593,0.6534181240063593,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2700.0,2800.0,2750.0,791,669,0.8457648546144121,0.8457648546144121,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2800.0,2900.0,2850.0,941,916,0.973432518597237,0.973432518597237,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,2900.0,3000.0,2950.0,863,859,0.9953650057937428,0.9913494809688581,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3000.0,3100.0,3050.0,578,573,0.9913494809688581,0.9913494809688581,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3100.0,3200.0,3150.0,339,336,0.9911504424778761,0.9911504424778761,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3200.0,3300.0,3250.0,222,219,0.9864864864864865,0.9911504424778761,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3300.0,3400.0,3350.0,132,132,1.0,1.0,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3400.0,3500.0,3450.0,54,54,1.0,1.0,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3500.0,3600.0,3550.0,15,14,0.9333333333333333,1.0,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,basin,,3600.0,3700.0,3650.0,3,3,1.0,0.9666666666666667,True,0.5,,
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,1900.0,2000.0,1950.0,18,0,0.0,0.0,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2000.0,2100.0,2050.0,59,0,0.0,0.0,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2100.0,2200.0,2150.0,52,0,0.0,0.0,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2200.0,2300.0,2250.0,65,0,0.0,0.0,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2300.0,2400.0,2350.0,101,0,0.0,0.0,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2400.0,2500.0,2450.0,117,20,0.17094017094017094,0.17094017094017094,False,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2500.0,2600.0,2550.0,130,75,0.5769230769230769,0.5769230769230769,True,0.5,0.8,True
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2600.0,2700.0,2650.0,166,134,0.8072289156626506,0.8072289156626506,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2700.0,2800.0,2750.0,210,199,0.9476190476190476,0.9476190476190476,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2800.0,2900.0,2850.0,240,238,0.9916666666666667,0.9916666666666667,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,2900.0,3000.0,2950.0,175,175,1.0,0.9916666666666667,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3000.0,3100.0,3050.0,78,77,0.9871794871794872,0.9871794871794872,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3100.0,3200.0,3150.0,54,52,0.9629629629629629,0.9629629629629629,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3200.0,3300.0,3250.0,29,27,0.9310344827586207,0.9629629629629629,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3300.0,3400.0,3350.0,13,13,1.0,1.0,True,0.5,0.8,False
2023-05-23,,2023-05-23T17:07:12Z,sidecar_metadata,derived,sector_rel,N,3400.0,3500.0,3450.0,6,6,1.0,1.0,True,0.5,0.8,False
