date,region_id,acquisition_time,time_source,time_quality,scope,sector,band_low_m,band_high_m,band_mid_m,n_valid,n_wet,f_wet,f_wet_smooth,above_crossing_fraction,crossing_fraction,sector_relative_threshold_fraction,below_sector_relative_threshold
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,2500.0,2600.0,2550.0,129,117,0.9069767441860465,0.9069767441860465,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,2600.0,2700.0,2650.0,167,159,0.9520958083832335,0.9520958083832335,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,2700.0,2800.0,2750.0,212,209,0.9858490566037735,0.9858490566037735,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,2800.0,2900.0,2850.0,241,241,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,2900.0,3000.0,2950.0,175,175,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,3000.0,3100.0,3050.0,80,78,0.975,0.975,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,3100.0,3200.0,3150.0,61,58,0.9508196721311475,0.9508196721311475,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,3200.0,3300.0,3250.0,32,27,0.84375,0.84375,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,3300.0,3400.0,3350.0,16,12,0.75,0.84375,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,N,3400.0,3500.0,3450.0,6,6,1.0,0.875,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,1900.0,2000.0,1950.0,9,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2000.0,2100.0,2050.0,11,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2100.0,2200.0,2150.0,29,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2200.0,2300.0,2250.0,62,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2300.0,2400.0,2350.0,57,4,0.07017543859649122,0.07017543859649122,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2400.0,2500.0,2450.0,87,40,0.45977011494252873,0.45977011494252873,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2500.0,2600.0,2550.0,129,107,0.8294573643410853,0.8294573643410853,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2600.0,2700.0,2650.0,179,173,0.9664804469273743,0.9664804469273743,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2700.0,2800.0,2750.0,223,223,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2800.0,2900.0,2850.0,283,283,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,2900.0,3000.0,2950.0,279,279,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3000.0,3100.0,3050.0,180,180,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3100.0,3200.0,3150.0,101,99,0.9801980198019802,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3200.0,3300.0,3250.0,51,51,1.0,0.9801980198019802,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3300.0,3400.0,3350.0,26,25,0.9615384615384616,0.9615384615384616,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3400.0,3500.0,3450.0,8,6,0.75,0.75,True,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3500.0,3600.0,3550.0,1,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,E,3600.0,3700.0,3650.0,2,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,1900.0,2000.0,1950.0,15,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2000.0,2100.0,2050.0,48,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2100.0,2200.0,2150.0,55,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2200.0,2300.0,2250.0,64,0,0.0,0.0,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2300.0,2400.0,2350.0,111,5,0.04504504504504504,0.04504504504504504,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2400.0,2500.0,2450.0,140,44,0.3142857142857143,0.3142857142857143,False,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2500.0,2600.0,2550.0,166,98,0.5903614457831325,0.5903614457831325,True,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2600.0,2700.0,2650.0,193,157,0.8134715025906736,0.8134715025906736,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2700.0,2800.0,2750.0,217,211,0.9723502304147466,0.9723502304147466,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2800.0,2900.0,2850.0,220,220,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,2900.0,3000.0,2950.0,265,265,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3000.0,3100.0,3050.0,219,219,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3100.0,3200.0,3150.0,122,122,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3200.0,3300.0,3250.0,83,83,1.0,1.0,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3300.0,3400.0,3350.0,57,55,0.9649122807017544,0.9649122807017544,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3400.0,3500.0,3450.0,27,19,0.7037037037037037,0.9649122807017544,True,0.5,0.8,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3500.0,3600.0,3550.0,8,8,1.0,0.7037037037037037,True,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,S,3600.0,3700.0,3650.0,2,1,0.5,0.75,True,0.5,0.8,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2000.0,2100.0,2050.0,1,0,0.0,0.0,False,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2100.0,2200.0,2150.0,12,0,0.0,0.0,False,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2200.0,2300.0,2250.0,20,0,0.0,0.0,False,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2300.0,2400.0,2350.0,18,2,0.1111111111111111,0.1111111111111111,False,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2400.0,2500.0,2450.0,20,7,0.35,0.35,False,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2500.0,2600.0,2550.0,52,33,0.6346153846153846,0.6346153846153846,True,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2600.0,2700.0,2650.0,91,77,0.8461538461538461,0.8461538461538461,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2700.0,2800.0,2750.0,129,118,0.9147286821705426,0.9147286821705426,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2800.0,2900.0,2850.0,196,186,0.9489795918367347,0.9489795918367347,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,2900.0,3000.0,2950.0,160,157,0.98125,0.9734513274336283,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3000.0,3100.0,3050.0,113,110,0.9734513274336283,0.9734513274336283,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3100.0,3200.0,3150.0,98,86,0.8775510204081632,0.8775510204081632,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3200.0,3300.0,3250.0,83,70,0.8433734939759037,0.8775510204081632,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3300.0,3400.0,3350.0,33,31,0.9393939393939394,0.8433734939759037,True,0.5,0.7787610619469026,False
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3400.0,3500.0,3450.0,12,9,0.75,0.75,True,0.5,0.7787610619469026,True
2023-05-15,,2023-05-15T05:26:24Z,sidecar_metadata,derived,sector_rel,W,3500.0,3600.0,3550.0,2,0,0.0,0.375,False,0.5,0.7787610619469026,True
