date,subdomain_id,cloud_fraction,selected_for_subdomain
2023-03-22,AT-07-20,0.23855443403028118,False
2023-03-22,AT-07-22,0.07249903513419811,True
2023-03-22,AT-07-21,0.2004640556866824,False
2023-03-22,AT-07-19,0.025050047413338952,True
2023-03-22,AT-07-14-01,0.024431520486220267,True
2023-03-22,AT-07-14-03,0.05381838428104458,True
2023-03-22,AT-07-14-02,0.015983887304812146,True
2023-06-25,AT-07-13,0.006511272773547689,True
2023-06-25,AT-07-20,0.2375716888501961,True
2023-06-25,AT-07-22,0.07226174098439751,True
2023-06-25,AT-07-21,0.1986265396926065,True
2023-06-25,AT-07-19,0.025050047413338952,True
2023-06-25,AT-07-14-01,0.024425121785134358,True
2023-06-25,AT-07-14-03,0.05384497893100691,False
2023-06-25,AT-07-14-02,0.015983887304812146,True
