date,temp,sw_in,rel_hum,air_pres,hs,swe,precip,wind_dir,wind_speed
2022-10-01 00:00:00,271.216666666667,0.0,99.5,720.866666666667,150.333333333333,38.9666666666667,,,
2022-10-01 01:00:00,271.566666666667,0.0,99.5,720.983333333333,145.333333333333,38.9166666666667,,,
2022-10-01 02:00:00,271.6,0.0,99.5,721.3,144.5,38.7833333333333,,,
2022-10-01 03:00:00,271.65,0.0,99.5,721.5,147.5,38.8833333333333,,,
2022-10-01 04:00:00,271.433333333333,0.0,99.5,721.183333333333,147.333333333333,39.0666666666667,,,
2022-10-01 05:00:00,270.616666666667,0.0,99.5,721.033333333333,149.0,38.9666666666667,,,
2022-10-01 06:00:00,270.133333333333,0.0,99.5,720.9,151.333333333333,38.9,,,
2022-10-01 07:00:00,270.183333333333,14.8333333333333,99.5,721.233333333333,154.0,38.5833333333333,,,
2022-10-01 08:00:00,270.733333333333,77.1666666666667,99.5,721.7,151.333333333333,38.3833333333333,,,
2022-10-01 09:00:00,271.65,189.333333333333,99.5,721.9,150.5,38.2666666666667,,,
2022-10-01 10:00:00,272.05,187.0,99.5,722.266666666667,143.0,38.2,,6.91552195054715,0.616256299851379
2022-10-01 11:00:00,271.616666666667,235.666666666667,99.5,722.466666666667,147.166666666667,37.8833333333333,,24.0816681689456,1.90081810101784
2022-10-01 12:00:00,271.866666666667,382.5,99.5,722.35,145.666666666667,37.9666666666667,,29.5973868902337,2.03467850129891
2022-10-01 13:00:00,273.166666666667,454.0,99.5,722.366666666667,140.166666666667,38.4,,5.90434715861585,0.946694522044815
2022-10-01 14:00:00,273.366666666667,361.333333333333,99.5,722.566666666667,139.333333333333,38.3166666666667,,15.8829399111095,0.740561705625272
2022-10-01 15:00:00,273.35,279.833333333333,99.5,722.416666666667,126.666666666667,38.3666666666667,,21.4824368638367,2.2315105691589
2022-10-01 16:00:00,273.216666666667,170.5,99.5,722.316666666667,124.0,39.2,,212.801581805815,1.46329351033623
2022-10-01 17:00:00,273.083333333333,65.5,99.5,722.3,119.166666666667,39.5666666666667,,184.883233758399,2.18856077549722
2022-10-01 18:00:00,272.966666666667,15.1666666666667,99.5,722.483333333333,121.666666666667,40.0833333333333,,151.114959258773,0.78820262132048
2022-10-01 19:00:00,272.85,0.166666666666667,99.5,723.05,139.0,40.4166666666667,,205.022388654112,1.65864080039345
2022-10-01 20:00:00,273.083333333333,0.0,99.5,723.133333333333,137.666666666667,39.5333333333333,,198.093788121497,1.77212822701977
2022-10-01 21:00:00,273.033333333333,0.0,99.5,723.75,127.333333333333,39.4166666666667,,202.347288370293,1.54676301274862
2022-10-01 22:00:00,273.116666666667,0.0,99.5,724.333333333333,135.666666666667,39.9333333333333,,185.729134100435,1.25469918264067
2022-10-01 23:00:00,273.316666666667,0.0,99.5,724.733333333333,136.666666666667,40.7666666666667,,181.469161096029,0.379254297582559
2022-10-02 00:00:00,273.1,0.0,99.5,725.516666666667,146.666666666667,41.7666666666667,,203.941935804728,1.63998732196422
2022-10-02 01:00:00,272.916666666667,0.0,99.5,726.183333333333,160.166666666667,42.1166666666667,,200.101040179411,1.40333501560628
2022-10-02 02:00:00,273.083333333333,0.0,99.5,726.866666666667,165.833333333333,41.6666666666667,,8.31793239980232,2.45114283705729
2022-10-02 03:00:00,273.35,0.0,99.5,727.166666666667,166.333333333333,41.4666666666667,,7.74347312983093,2.09337276717081
2022-10-02 04:00:00,273.516666666667,0.0,99.5,727.416666666667,163.5,42.45,,205.662750602508,1.82416614042058
2022-10-02 05:00:00,273.766666666667,0.0,99.5,727.566666666667,158.0,43.05,,210.071596699606,1.25164229511055
2022-10-02 06:00:00,274.0,0.0,99.5,727.65,157.833333333333,43.2,,203.919702512248,2.24840709264756
2022-10-02 07:00:00,274.183333333333,9.33333333333333,99.5,728.016666666667,159.0,43.3166666666667,,222.329623130163,0.548927431702574
2022-10-02 08:00:00,275.566666666667,80.1666666666667,86.3166666666667,728.583333333333,152.666666666667,43.5333333333333,,249.883649799694,0.553849399401174
2022-10-02 09:00:00,276.366666666667,193.166666666667,75.0666666666667,728.983333333333,153.666666666667,42.9833333333333,,6.27419148235765,2.60134828075388
2022-10-02 10:00:00,276.483333333333,381.166666666667,77.5333333333334,728.966666666667,139.666666666667,43.85,,186.725171995136,0.492601998567604
2022-10-02 11:00:00,277.15,591.0,75.0,728.85,117.333333333333,44.1666666666667,,51.2030106822084,0.961893916717204
2022-10-02 12:00:00,277.483333333333,669.333333333333,69.9833333333333,729.183333333333,108.833333333333,44.3666666666667,,12.1542990545888,0.967535625251866
2022-10-02 13:00:00,277.466666666667,506.333333333333,73.7333333333333,728.916666666667,78.3333333333333,44.3833333333333,,30.1925698151809,1.48628402061694
2022-10-02 14:00:00,277.216666666667,565.666666666667,75.5666666666667,728.516666666667,76.6666666666667,43.2166666666667,,24.3130607159933,3.81002341951908
2022-10-02 15:00:00,278.133333333333,481.0,60.2666666666667,728.4,55.8333333333333,41.9,,26.5382570111153,2.56167240388056
2022-10-02 16:00:00,277.766666666667,173.166666666667,62.5333333333333,727.966666666667,48.0,39.95,,26.1154135601779,2.39885645681793
2022-10-02 17:00:00,277.5,131.833333333333,59.8333333333333,727.816666666667,49.8333333333333,38.4833333333333,,9.09911553794609,1.62945356681605
2022-10-02 18:00:00,276.933333333333,18.6666666666667,59.6166666666667,727.716666666667,51.8333333333333,37.4333333333333,,4.53616876751312,1.01229571239383
2022-10-02 19:00:00,276.45,0.166666666666667,62.8166666666667,727.583333333333,47.3333333333333,36.9333333333333,,191.681648353013,0.326473129021881
2022-10-02 20:00:00,275.983333333333,0.0,65.35,727.65,40.5,36.5166666666667,,208.829181931324,2.24237779533969
2022-10-02 21:00:00,275.766666666667,0.0,67.2666666666667,727.583333333333,36.1666666666667,36.0,,187.054870013811,1.93389982211716
2022-10-02 22:00:00,275.316666666667,0.0,65.3833333333333,727.6,38.5,35.7,,194.625415679588,1.01031634725305
2022-10-02 23:00:00,274.616666666667,0.0,71.0333333333333,727.55,39.8333333333333,36.0166666666667,,190.041382487802,3.61261952059188
2022-10-03 00:00:00,273.666666666667,0.0,85.2,727.133333333333,43.5,35.7166666666667,,191.972091046656,3.82999652038471
2022-10-03 01:00:00,272.716666666667,0.0,99.35,726.866666666667,46.1666666666667,36.3666666666667,,194.242577923987,6.03416570777472
2022-10-03 02:00:00,272.6,0.0,99.5,727.016666666667,48.5,36.0,,187.3346590413,6.07306091347629
2022-10-03 03:00:00,273.95,0.0,85.8333333333333,727.383333333333,51.1666666666667,35.3,,192.873610823844,4.130309575658
2022-10-03 04:00:00,274.183333333333,0.0,81.6666666666667,727.433333333333,52.1666666666667,34.9,,193.621819474585,4.26148177352698
2022-10-03 05:00:00,274.116666666667,0.0,78.3,727.5,51.0,34.7166666666667,,196.272752507804,4.34333665231403
2022-10-03 06:00:00,273.45,0.0,86.4333333333333,727.633333333333,49.1666666666667,34.4666666666667,,191.33839985863,5.45337398175306
2022-10-03 07:00:00,273.35,6.0,70.8666666666667,727.75,49.8333333333333,34.35,,194.776331318432,4.61101458794596
2022-10-03 08:00:00,273.316666666667,24.5,50.6833333333333,728.1,49.0,34.0333333333333,,196.348371318761,4.93762920599362
2022-10-03 09:00:00,273.616666666667,329.833333333333,47.3833333333333,728.333333333333,50.0,33.4,,194.458667906961,6.16111983041032
2022-10-03 10:00:00,273.816666666667,502.833333333333,40.9,728.366666666667,50.8333333333333,34.1666666666667,,189.301551230527,8.22003630033349
2022-10-03 11:00:00,273.966666666667,626.333333333333,42.5333333333333,728.85,51.1666666666667,32.95,,182.380495279031,7.09088224626135
2022-10-03 12:00:00,274.55,697.5,43.3833333333333,729.016666666667,51.3333333333333,32.35,,188.542995745271,5.91894608603489
2022-10-03 13:00:00,275.216666666667,714.5,41.8833333333333,729.2,50.1666666666667,32.3,,190.001056484426,5.32936983326505
2022-10-03 14:00:00,275.783333333333,667.833333333333,37.6833333333333,729.433333333333,44.0,32.0833333333333,,195.066007863505,3.82639253483221
2022-10-03 15:00:00,275.766666666667,579.166666666667,39.25,729.4,34.1666666666667,32.1,,198.140645133422,4.39642571066476
2022-10-03 16:00:00,275.783333333333,432.666666666667,41.8666666666667,729.4,26.1666666666667,31.7666666666667,,198.57470927275,4.82624255566678
2022-10-03 17:00:00,275.466666666667,249.333333333333,48.0833333333333,729.4,27.1666666666667,31.05,,203.187126352462,3.7976707059887
2022-10-03 18:00:00,274.866666666667,27.8333333333333,49.75,729.316666666667,29.0,30.3333333333333,,206.280746026746,3.60370759734874
2022-10-03 19:00:00,274.2,0.0,54.4666666666667,729.3,31.1666666666667,29.9,,204.648763338853,4.23526632920355
2022-10-03 20:00:00,274.183333333333,0.0,48.7166666666667,729.3,33.0,29.8,,204.807428202449,4.51027309462548
2022-10-03 21:00:00,274.05,0.0,44.4666666666667,729.45,35.8333333333333,29.7,,209.883505214594,3.56033498972467
2022-10-03 22:00:00,273.633333333333,0.0,45.35,729.65,37.3333333333333,29.6,,208.996334286545,3.49393539012216
2022-10-03 23:00:00,274.083333333333,0.0,40.45,729.333333333333,39.1666666666667,29.3166666666667,,206.111700834635,3.70131198888246
2022-10-04 00:00:00,274.466666666667,0.0,35.2166666666667,729.316666666667,40.3333333333333,29.1166666666667,,213.413073777711,2.48708976027895
2022-10-04 01:00:00,274.683333333333,0.0,34.5333333333333,729.3,40.1666666666667,28.85,,211.020676602797,2.29726138899519
2022-10-04 02:00:00,274.516666666667,0.0,35.65,729.233333333333,39.8333333333333,28.5166666666667,,203.728750949477,3.26148085641795
2022-10-04 03:00:00,274.433333333333,0.0,35.9666666666667,728.8,41.0,28.35,,204.226988677655,3.80948768224591
2022-10-04 04:00:00,274.75,0.0,33.8333333333333,728.583333333333,40.6666666666667,28.4833333333333,,204.600970206805,3.96825491309913
2022-10-04 05:00:00,274.4,0.0,35.8,728.383333333333,40.3333333333333,28.7,,200.510985505501,4.205673457473
2022-10-04 06:00:00,274.383333333333,0.0,35.9166666666667,728.5,41.6666666666667,28.5166666666667,,199.704728390579,3.84310770320813
2022-10-04 07:00:00,274.116666666667,6.83333333333333,37.5,728.7,41.8333333333333,28.45,,201.749699217664,3.31028234572961
2022-10-04 08:00:00,274.716666666667,75.8333333333333,35.0666666666667,728.833333333333,42.1666666666667,27.9833333333333,,210.67632676989,2.85987018777558
2022-10-04 09:00:00,276.283333333333,235.5,29.6833333333333,729.4,42.1666666666667,27.3333333333333,,204.976161601256,2.34179021737798
2022-10-04 10:00:00,276.4,372.333333333333,31.7333333333333,729.683333333333,41.8333333333333,27.75,,192.224482676838,2.71524479176404
2022-10-04 11:00:00,277.066666666667,482.0,30.9,730.05,41.8333333333333,28.3,,189.071758601524,2.01801311171637
2022-10-04 12:00:00,277.85,417.666666666667,29.7,730.316666666667,40.1666666666667,29.65,,181.793703845771,2.16477119408045
2022-10-04 13:00:00,278.133333333333,450.833333333333,31.1,730.4,40.3333333333333,30.2333333333333,,179.415230542368,2.92085050063817
2022-10-04 14:00:00,278.883333333333,580.333333333333,27.4,730.366666666667,37.8333333333333,31.1166666666667,,172.29447242813,4.03438697341917
2022-10-04 15:00:00,279.2,525.666666666667,26.6166666666667,730.35,35.3333333333333,31.3166666666667,,175.914351925242,4.27886993601942
2022-10-04 16:00:00,279.5,445.5,26.6833333333333,730.483333333333,31.6666666666667,31.35,,174.51782442806,4.43660582765557
2022-10-04 17:00:00,279.25,213.333333333333,28.35,730.716666666667,30.0,30.4333333333333,,185.167623906655,4.85753306965863
