date,temp,rel_hum,wind_dir,wind_speed,air_pres
2022-10-01 00:00:00,270.433333333333,100.0,,0.0,710.0
2022-10-01 01:00:00,270.566666666667,100.0,,0.0,710.416666666667
2022-10-01 02:00:00,270.483333333333,100.0,,0.0,710.683333333333
2022-10-01 03:00:00,270.25,100.0,,0.0,710.783333333334
2022-10-01 04:00:00,270.016666666667,100.0,,0.0,710.616666666667
2022-10-01 05:00:00,269.766666666667,100.0,,0.0,710.533333333333
2022-10-01 06:00:00,269.583333333333,100.0,,0.0,710.433333333333
2022-10-01 07:00:00,269.566666666667,100.0,,0.0,710.95
2022-10-01 08:00:00,269.55,99.7666666666667,,0.0,711.1
2022-10-01 09:00:00,269.783333333333,95.7333333333333,,0.0,711.466666666667
2022-10-01 10:00:00,270.1,90.3333333333333,,0.0,711.733333333333
2022-10-01 11:00:00,270.683333333333,83.35,,0.0,712.016666666667
2022-10-01 12:00:00,270.683333333333,93.9,40.9937910734826,0.545719182419975,712.166666666667
2022-10-01 13:00:00,270.9,99.95,20.9319269199029,4.99636353037751,711.933333333333
2022-10-01 14:00:00,271.583333333333,100.0,357.724797116981,7.15650849788419,712.0
2022-10-01 15:00:00,271.766666666667,100.0,354.836818107345,8.58181029137059,711.75
2022-10-01 16:00:00,271.866666666667,100.0,351.311796366479,8.86061579871,711.75
2022-10-01 17:00:00,271.9,100.0,353.322374380531,9.66299980859001,711.7
2022-10-01 18:00:00,271.766666666667,100.0,342.609473417901,8.75648075960287,711.933333333333
2022-10-01 19:00:00,271.616666666667,100.0,323.931760866629,6.23175144862431,712.716666666667
2022-10-01 20:00:00,271.483333333333,100.0,327.099431784297,7.54679935941513,712.933333333333
2022-10-01 21:00:00,271.583333333333,100.0,322.385532504839,8.0633262062001,713.433333333333
2022-10-01 22:00:00,271.683333333333,100.0,320.256302694531,7.7331394520025,714.0
2022-10-01 23:00:00,271.85,100.0,324.314700238276,8.59186313229892,714.416666666667
2022-10-02 00:00:00,271.9,100.0,326.028812242719,7.97996944125979,715.183333333333
2022-10-02 01:00:00,271.933333333333,100.0,340.119819991181,7.61106516967204,715.783333333333
2022-10-02 02:00:00,272.116666666667,100.0,344.572488730378,11.6662309471588,715.933333333333
2022-10-02 03:00:00,272.5,100.0,338.978615091569,12.1014001390274,715.866666666667
2022-10-02 04:00:00,272.683333333333,100.0,315.686996209559,8.32117132257382,716.233333333334
2022-10-02 05:00:00,272.683333333333,100.0,327.117537850144,3.36655446112294,716.066666666667
2022-10-02 06:00:00,272.833333333333,100.0,337.510343820136,2.58123550855626,715.983333333333
2022-10-02 07:00:00,273.016666666667,100.0,334.672907016899,11.7326305237877,715.7
2022-10-02 08:00:00,273.05,100.0,332.082396645351,20.268672714586,715.833333333333
2022-10-02 09:00:00,273.05,100.0,333.575667393835,15.5436487821797,717.266666666667
2022-10-02 10:00:00,273.25,100.0,337.82844584579,12.1911951329468,718.016666666667
2022-10-02 11:00:00,273.85,100.0,338.852422924529,12.1355347807,718.0
2022-10-02 12:00:00,275.1,89.4166666666667,337.213028732302,10.8784165490653,718.4
2022-10-02 13:00:00,275.166666666667,86.2666666666667,343.712959882958,10.4780625858885,718.416666666667
2022-10-02 14:00:00,275.866666666667,77.55,348.129503433927,11.4792816267864,717.95
2022-10-02 15:00:00,276.2,75.1166666666667,335.697914100132,12.0583860303675,717.5
2022-10-02 16:00:00,275.983333333333,77.1166666666667,328.549414660977,13.2556452227809,717.016666666667
2022-10-02 17:00:00,275.766666666667,72.3333333333333,323.027223778916,14.931996900756,716.516666666667
2022-10-02 18:00:00,275.0,76.7666666666667,319.262029912673,15.6593088094594,716.3
2022-10-02 19:00:00,274.3,76.4,315.285545935639,17.8315536140169,715.933333333333
2022-10-02 20:00:00,273.916666666667,80.85,322.425378962741,15.5227417391193,716.45
2022-10-02 21:00:00,273.35,85.2333333333333,321.614724059138,15.1839159575878,716.333333333333
2022-10-02 22:00:00,272.783333333333,82.7,309.51385201884,14.7007888409993,716.55
2022-10-02 23:00:00,272.166666666667,90.85,302.022756184979,9.40399964061671,717.133333333333
2022-10-03 00:00:00,271.483333333333,99.95,302.46033721087,5.29474487404366,717.2
2022-10-03 01:00:00,271.616666666667,100.0,305.15697145632,8.00404458702779,716.783333333333
2022-10-03 02:00:00,271.333333333333,100.0,282.47569842384,6.19784560994882,717.15
2022-10-03 03:00:00,271.55,100.0,282.348034473715,7.07642888867756,717.183333333333
2022-10-03 04:00:00,271.8,100.0,285.696285776293,3.73043662880994,717.266666666667
2022-10-03 05:00:00,271.866666666667,100.0,297.06917980587,1.43193884001018,717.3
2022-10-03 06:00:00,271.833333333333,100.0,301.746654292268,1.11594926139154,717.533333333333
2022-10-03 07:00:00,271.633333333333,100.0,296.444434990602,1.04953410790948,717.683333333334
2022-10-03 08:00:00,271.4,100.0,291.219260037097,1.72938628673026,717.933333333333
2022-10-03 09:00:00,271.5,100.0,286.154032225695,5.84715817205313,718.516666666667
2022-10-03 10:00:00,271.766666666667,100.0,275.391502451637,5.58141452980047,718.916666666667
2022-10-03 11:00:00,271.916666666667,100.0,301.480095030419,7.84971318041398,718.833333333333
2022-10-03 12:00:00,272.333333333333,100.0,309.203858073272,7.51871104805668,718.883333333333
2022-10-03 13:00:00,272.616666666667,100.0,306.818440361386,7.35884652175894,718.95
2022-10-03 14:00:00,272.833333333333,99.8333333333333,312.510230678634,7.46488186009387,719.05
2022-10-03 15:00:00,272.283333333333,97.0,311.63154450364,7.82852487706626,718.983333333333
2022-10-03 16:00:00,272.433333333333,93.2166666666667,309.423820313107,7.89547293332219,718.9
2022-10-03 17:00:00,272.4,87.3666666666667,313.235463451978,9.20956767318962,718.783333333333
2022-10-03 18:00:00,272.283333333333,83.5,315.947242741566,9.44571461647338,718.666666666667
2022-10-03 19:00:00,271.7,91.5166666666667,305.827439836792,8.57308875699041,718.8
2022-10-03 20:00:00,271.35,92.0833333333333,307.850858410571,8.38098336650127,718.8
2022-10-03 21:00:00,271.366666666667,77.1333333333334,310.235845507658,9.19094700344074,718.833333333333
2022-10-03 22:00:00,271.5,64.4666666666667,311.917017509375,7.90920749932254,719.033333333333
2022-10-03 23:00:00,272.15,50.5833333333333,316.355988678227,7.34899708298426,719.0
2022-10-04 00:00:00,272.883333333333,41.5833333333333,315.044673436475,7.76152499812923,718.833333333333
2022-10-04 01:00:00,273.483333333333,39.3666666666667,311.329522565441,6.88037605803547,718.8
2022-10-04 02:00:00,273.7,38.0666666666667,303.474169782495,7.44747332085094,718.766666666667
2022-10-04 03:00:00,274.066666666667,35.2166666666667,299.508260639409,7.08271340751517,718.516666666667
2022-10-04 04:00:00,274.666666666667,31.5833333333333,303.598344254485,7.5454951452987,718.383333333333
2022-10-04 05:00:00,274.766666666667,30.8333333333333,306.644488683614,8.19002124395768,718.116666666667
2022-10-04 06:00:00,274.433333333333,32.5666666666667,314.208529175039,9.03085233412896,718.083333333333
2022-10-04 07:00:00,274.5,32.2833333333333,315.107336533553,7.95847136654398,718.266666666667
2022-10-04 08:00:00,274.766666666667,30.9833333333333,319.009684876563,6.84863955893682,718.483333333333
2022-10-04 09:00:00,275.066666666667,29.7166666666667,310.676749584042,4.80468223532185,719.116666666667
2022-10-04 10:00:00,275.3,30.7166666666667,326.841972568635,3.80664074863932,719.433333333333
2022-10-04 11:00:00,275.716666666667,30.8166666666667,346.863353658931,4.47729532080181,719.783333333333
2022-10-04 12:00:00,276.416666666667,29.7166666666667,354.509572669975,2.8441219138563,720.033333333333
2022-10-04 13:00:00,277.133333333333,30.4166666666667,359.718360946991,2.66101130499712,720.316666666667
2022-10-04 14:00:00,277.133333333333,34.6,339.415528816249,3.05156084282998,720.183333333333
2022-10-04 15:00:00,277.383333333333,33.0,338.058784708232,5.26299925022298,720.066666666667
2022-10-04 16:00:00,277.85,28.9666666666667,320.517564436566,7.90725567572728,720.1
2022-10-04 17:00:00,277.766666666667,29.15,315.082387208745,8.45380126391591,720.433333333333
2022-10-04 18:00:00,277.366666666667,28.1833333333333,317.030504984278,8.69520423522516,720.55
2022-10-04 19:00:00,276.95,29.6166666666667,310.814565179509,8.04251934817565,721.0
2022-10-04 20:00:00,276.9,27.75,312.022140850368,5.8407363180759,721.483333333334
2022-10-04 21:00:00,277.016666666667,27.1,318.223790736386,5.12592033841876,721.7
2022-10-04 22:00:00,277.35,22.7666666666667,312.496295323716,4.36238043821396,722.166666666667
