date,hs,rel_hum,temp
2022-10-01 00:00:00,185.833333333333,86.2666666666667,274.55
2022-10-01 01:00:00,186.0,81.9833333333333,274.766666666667
2022-10-01 02:00:00,186.666666666667,80.7166666666667,274.983333333333
2022-10-01 03:00:00,184.333333333333,81.75,274.733333333333
2022-10-01 04:00:00,181.166666666667,76.05,274.75
2022-10-01 05:00:00,181.166666666667,76.85,274.616666666667
2022-10-01 06:00:00,182.666666666667,72.45,274.85
2022-10-01 07:00:00,183.166666666667,69.5333333333333,275.5
2022-10-01 08:00:00,182.166666666667,65.9,275.9
2022-10-01 09:00:00,182.166666666667,63.15,276.25
2022-10-01 10:00:00,180.333333333333,59.15,276.566666666667
2022-10-01 11:00:00,179.166666666667,62.45,276.233333333333
2022-10-01 12:00:00,178.166666666667,97.8166666666667,274.383333333333
2022-10-01 13:00:00,174.5,101.616666666667,274.633333333333
2022-10-01 14:00:00,202.0,102.1,275.416666666667
2022-10-01 15:00:00,199.0,102.2,275.816666666667
2022-10-01 16:00:00,176.0,102.2,275.433333333333
2022-10-01 17:00:00,171.666666666667,102.266666666667,274.916666666667
2022-10-01 18:00:00,178.166666666667,102.333333333333,274.916666666667
2022-10-01 19:00:00,199.5,102.416666666667,274.866666666667
2022-10-01 20:00:00,223.333333333333,102.583333333333,275.3
2022-10-01 21:00:00,192.166666666667,102.666666666667,275.5
2022-10-01 22:00:00,208.0,102.7,275.833333333333
2022-10-01 23:00:00,217.5,102.7,275.683333333333
2022-10-02 00:00:00,199.166666666667,102.716666666667,275.833333333333
2022-10-02 01:00:00,188.5,102.766666666667,275.666666666667
2022-10-02 02:00:00,204.166666666667,102.8,275.95
2022-10-02 03:00:00,193.5,102.883333333333,276.616666666667
2022-10-02 04:00:00,196.0,102.816666666667,276.466666666667
2022-10-02 05:00:00,204.333333333333,102.816666666667,276.65
2022-10-02 06:00:00,205.333333333333,100.25,277.35
2022-10-02 07:00:00,204.333333333333,95.9,277.716666666667
2022-10-02 08:00:00,201.333333333333,92.45,278.166666666667
2022-10-02 09:00:00,205.666666666667,93.8666666666667,278.35
2022-10-02 10:00:00,208.0,99.7833333333333,278.466666666667
2022-10-02 11:00:00,203.5,98.8166666666667,279.666666666667
2022-10-02 12:00:00,184.333333333333,91.3166666666667,279.733333333333
2022-10-02 13:00:00,181.166666666667,93.6333333333333,279.316666666667
