date,hs,rel_hum,temp,precip
2022-10-01 00:00:00,46.0,100.183333333333,272.183333333333,0.0
2022-10-01 01:00:00,48.8333333333333,99.7666666666667,272.566666666667,0.0
2022-10-01 02:00:00,47.0,100.55,272.65,0.1
2022-10-01 03:00:00,49.3333333333333,90.4833333333333,274.333333333333,0.0
2022-10-01 04:00:00,47.5,81.1333333333333,274.233333333333,0.0
2022-10-01 05:00:00,48.3333333333333,73.0,274.25,0.0
2022-10-01 06:00:00,49.6666666666667,73.1833333333333,274.05,0.0
2022-10-01 07:00:00,49.1666666666667,75.1333333333333,274.033333333333,0.0
2022-10-01 08:00:00,45.3333333333333,67.8666666666667,274.45,0.0
2022-10-01 09:00:00,41.5,58.4166666666667,275.316666666667,0.0
2022-10-01 10:00:00,40.8333333333333,49.2166666666667,276.016666666667,0.0
2022-10-01 11:00:00,38.3333333333333,50.85,276.083333333333,0.0
2022-10-01 12:00:00,34.6666666666667,53.9166666666667,276.033333333333,0.0
2022-10-01 13:00:00,56.8333333333333,71.55,275.966666666667,0.0
2022-10-01 14:00:00,74.1666666666667,92.0166666666667,275.366666666667,0.1
2022-10-01 15:00:00,53.1666666666667,83.85,276.05,0.1
2022-10-01 16:00:00,28.6666666666667,94.5666666666667,275.55,0.1
2022-10-01 17:00:00,23.0,98.9333333333333,274.116666666667,0.9
2022-10-01 18:00:00,21.3333333333333,99.7166666666667,273.7,0.7
2022-10-01 19:00:00,52.1666666666667,100.05,273.2,1.1
2022-10-01 20:00:00,54.8333333333333,100.6,273.1,0.2
2022-10-01 21:00:00,32.0,100.716666666667,272.95,0.0
2022-10-01 22:00:00,24.0,100.866666666667,272.666666666667,0.0
2022-10-01 23:00:00,50.8333333333333,101.05,272.866666666667,1.6
2022-10-02 00:00:00,72.6666666666667,101.05,272.833333333333,1.6
2022-10-02 01:00:00,73.8333333333333,101.183333333333,273.0,1.3
2022-10-02 02:00:00,83.0,101.1,273.1,0.399999999999999
2022-10-02 03:00:00,76.0,98.4333333333333,274.466666666667,0.700000000000001
2022-10-02 04:00:00,42.0,98.95,274.166666666667,0.899999999999999
