date,sw_in,hs,rel_hum,temp
2022-10-01 00:00:00,0.0,79.1666666666667,101.583333333333,272.95
2022-10-01 01:00:00,0.0,82.5,100.233333333333,274.133333333333
2022-10-01 02:00:00,0.0,78.5,80.9833333333333,274.766666666667
2022-10-01 03:00:00,0.0,78.8333333333333,76.3666666666667,274.816666666667
2022-10-01 04:00:00,0.0,81.5,72.4333333333333,275.283333333333
2022-10-01 05:00:00,0.0,80.3333333333333,69.6166666666667,275.366666666667
2022-10-01 06:00:00,0.0,80.0,69.1333333333333,275.2
2022-10-01 07:00:00,17.8333333333333,82.1666666666667,67.7166666666667,275.633333333333
2022-10-01 08:00:00,98.8333333333333,86.6666666666667,64.6166666666667,276.15
2022-10-01 09:00:00,129.0,91.5,63.15,276.966666666667
2022-10-01 10:00:00,145.0,80.1666666666667,61.2333333333334,277.7
2022-10-01 11:00:00,246.333333333333,72.1666666666667,53.2,278.533333333333
2022-10-01 12:00:00,182.833333333333,72.8333333333333,73.4666666666667,277.133333333333
2022-10-01 13:00:00,177.666666666667,79.1666666666667,90.7666666666667,276.433333333333
2022-10-01 14:00:00,193.5,81.0,80.2666666666667,277.783333333333
2022-10-01 15:00:00,148.5,82.0,83.0333333333333,277.55
2022-10-01 16:00:00,83.0,88.8333333333334,87.6666666666667,276.966666666667
2022-10-01 17:00:00,31.1666666666667,102.166666666667,87.9833333333334,276.633333333333
2022-10-01 18:00:00,8.5,94.5,88.1,276.516666666667
2022-10-01 19:00:00,0.0,82.5,92.9833333333333,276.316666666667
2022-10-01 20:00:00,0.0,72.8333333333333,97.6833333333333,276.35
2022-10-01 21:00:00,0.0,86.8333333333334,96.6166666666667,276.683333333333
2022-10-01 22:00:00,0.0,86.3333333333333,90.4166666666667,277.3
2022-10-01 23:00:00,0.0,89.0,88.0166666666667,277.583333333333
2022-10-02 00:00:00,0.0,91.3333333333333,86.9,277.766666666667
2022-10-02 01:00:00,0.0,80.5,86.4666666666667,277.55
2022-10-02 02:00:00,0.0,76.6666666666667,86.7666666666667,277.7
2022-10-02 03:00:00,0.0,78.8333333333333,89.1666666666667,278.233333333333
