date,sw_in,hs,rel_hum,temp
2022-10-01 00:00:00,0.0,199.166666666667,99.5,274.066666666667
2022-10-01 01:00:00,0.0,202.666666666667,99.5,273.866666666667
2022-10-01 02:00:00,0.0,200.166666666667,98.1333333333333,274.65
2022-10-01 03:00:00,0.0,197.833333333333,89.8666666666667,275.2
2022-10-01 04:00:00,0.0,190.833333333333,81.15,275.9
2022-10-01 05:00:00,0.0,191.833333333333,84.85,275.45
2022-10-01 06:00:00,0.0,190.0,81.0,275.766666666667
2022-10-01 07:00:00,19.1666666666667,188.5,72.9833333333333,276.433333333333
2022-10-01 08:00:00,98.0,188.5,68.7,277.066666666667
2022-10-01 09:00:00,116.166666666667,152.166666666667,74.65,277.05
2022-10-01 10:00:00,131.833333333333,124.0,72.75,277.45
2022-10-01 11:00:00,237.333333333333,175.833333333333,64.95,278.583333333333
2022-10-01 12:00:00,162.0,203.666666666667,87.1833333333333,276.883333333333
2022-10-01 13:00:00,196.833333333333,206.5,99.5,276.433333333333
2022-10-01 14:00:00,160.5,205.833333333333,99.5,277.4
2022-10-01 15:00:00,105.666666666667,213.0,99.5,277.35
2022-10-01 16:00:00,58.0,221.166666666667,99.5,277.083333333333
2022-10-01 17:00:00,27.1666666666667,222.333333333333,99.5,276.383333333333
2022-10-01 18:00:00,5.66666666666667,211.833333333333,99.5,276.033333333333
2022-10-01 19:00:00,0.0,217.666666666667,99.5,275.816666666667
2022-10-01 20:00:00,0.0,211.666666666667,99.5,275.866666666667
2022-10-01 21:00:00,0.0,198.333333333333,99.5,276.05
2022-10-01 22:00:00,0.0,209.166666666667,99.5,276.416666666667
2022-10-01 23:00:00,0.0,207.0,99.5,276.766666666667
2022-10-02 00:00:00,0.0,201.166666666667,99.5,276.683333333333
2022-10-02 01:00:00,0.0,202.333333333333,99.5,276.383333333333
2022-10-02 02:00:00,0.0,198.333333333333,99.5,276.9
2022-10-02 03:00:00,0.0,173.166666666667,99.5,277.133333333333
2022-10-02 04:00:00,0.0,181.666666666667,99.5,277.033333333333
2022-10-02 05:00:00,0.0,186.666666666667,99.5,277.366666666667
2022-10-02 06:00:00,0.0,209.666666666667,99.5,278.0
2022-10-02 07:00:00,3.66666666666667,213.333333333333,95.55,278.983333333333
2022-10-02 08:00:00,40.0,202.666666666667,91.6,279.433333333333
2022-10-02 09:00:00,85.8333333333333,179.5,88.8333333333333,280.016666666667
2022-10-02 10:00:00,140.333333333333,190.166666666667,99.3,279.683333333333
2022-10-02 11:00:00,323.5,202.0,99.2166666666667,280.45
2022-10-02 12:00:00,278.5,182.5,89.2,281.516666666667
2022-10-02 13:00:00,333.333333333333,194.666666666667,97.7833333333334,281.133333333333
2022-10-02 14:00:00,397.333333333333,208.0,85.8833333333333,282.0
2022-10-02 15:00:00,299.666666666667,173.5,74.3833333333333,282.666666666667
2022-10-02 16:00:00,320.5,173.333333333333,69.5333333333333,282.716666666667
2022-10-02 17:00:00,97.0,160.666666666667,64.4833333333333,282.266666666667
2022-10-02 18:00:00,14.3333333333333,173.5,62.4,281.833333333333
2022-10-02 19:00:00,0.166666666666667,190.333333333333,65.5666666666667,281.266666666667
2022-10-02 20:00:00,0.0,177.666666666667,68.0666666666667,280.966666666667
2022-10-02 21:00:00,0.0,187.666666666667,60.2833333333333,280.6
2022-10-02 22:00:00,0.0,171.166666666667,61.2166666666667,280.05
2022-10-02 23:00:00,0.0,161.833333333333,79.3166666666667,278.933333333333
2022-10-03 00:00:00,0.0,207.0,98.9,277.733333333333
2022-10-03 01:00:00,0.0,203.666666666667,99.5,277.183333333333
2022-10-03 02:00:00,0.0,160.0,99.5,276.65
2022-10-03 03:00:00,0.0,157.166666666667,99.5,276.533333333333
2022-10-03 04:00:00,0.0,193.333333333333,99.5,276.9
2022-10-03 05:00:00,0.0,181.166666666667,99.5,277.333333333333
2022-10-03 06:00:00,0.0,203.333333333333,92.4833333333333,278.05
2022-10-03 07:00:00,10.1666666666667,197.166666666667,99.5,276.933333333333
2022-10-03 08:00:00,71.8333333333333,203.833333333333,99.0,277.233333333333
2022-10-03 09:00:00,163.0,199.833333333333,99.5,277.9
2022-10-03 10:00:00,480.5,170.333333333333,98.7333333333333,279.8
2022-10-03 11:00:00,627.0,175.333333333333,93.3166666666667,281.083333333333
