date,sw_in,hs,rel_hum,temp
2022-10-01 00:00:00,0.0,96.3333333333333,92.55,272.95
2022-10-01 01:00:00,0.0,97.1666666666667,90.3166666666667,272.883333333333
2022-10-01 02:00:00,0.0,99.0,86.9666666666667,273.0
2022-10-01 03:00:00,0.0,97.6666666666667,85.1166666666667,272.933333333333
2022-10-01 04:00:00,0.0,98.8333333333333,80.7,273.266666666667
2022-10-01 05:00:00,0.0,100.666666666667,84.8833333333334,272.75
2022-10-01 06:00:00,0.0,98.0,82.35,272.716666666667
2022-10-01 07:00:00,46.3333333333333,100.0,76.2333333333333,273.216666666667
2022-10-01 08:00:00,139.666666666667,105.333333333333,73.0333333333333,273.666666666667
2022-10-01 09:00:00,160.666666666667,111.833333333333,62.95,274.183333333333
2022-10-01 10:00:00,184.333333333333,111.5,63.7666666666667,274.316666666667
2022-10-01 11:00:00,317.5,117.166666666667,65.7,274.683333333333
2022-10-01 12:00:00,256.0,117.666666666667,94.15,272.733333333333
2022-10-01 13:00:00,241.333333333333,107.0,99.4166666666667,272.466666666667
2022-10-01 14:00:00,220.833333333333,111.5,99.35,273.666666666667
2022-10-01 15:00:00,149.166666666667,124.0,99.45,273.516666666667
2022-10-01 16:00:00,85.8333333333333,118.333333333333,99.4666666666667,273.016666666667
2022-10-01 17:00:00,38.3333333333333,105.833333333333,99.4333333333333,272.6
2022-10-01 18:00:00,9.0,114.5,99.4,272.55
2022-10-01 19:00:00,0.0,127.5,99.4,272.533333333333
2022-10-01 20:00:00,0.0,137.666666666667,99.4,272.766666666667
2022-10-01 21:00:00,0.0,143.666666666667,99.4,272.983333333333
2022-10-01 22:00:00,0.0,148.333333333333,99.4,273.533333333333
2022-10-01 23:00:00,0.0,165.666666666667,99.4,273.766666666667
2022-10-02 00:00:00,0.0,168.666666666667,99.4,273.6
2022-10-02 01:00:00,0.0,164.833333333333,99.4,273.466666666667
2022-10-02 02:00:00,0.0,163.833333333333,99.4166666666667,273.883333333333
2022-10-02 03:00:00,0.0,171.833333333333,99.4333333333333,274.216666666667
2022-10-02 04:00:00,0.0,170.5,99.4333333333334,274.216666666667
2022-10-02 05:00:00,0.0,158.5,99.4333333333334,274.65
2022-10-02 06:00:00,0.0,155.833333333333,99.3333333333333,275.016666666667
2022-10-02 07:00:00,6.83333333333333,147.833333333333,91.7166666666667,276.016666666667
2022-10-02 08:00:00,52.3333333333333,141.166666666667,87.7666666666667,276.683333333333
2022-10-02 09:00:00,122.166666666667,138.5,85.15,277.133333333333
2022-10-02 10:00:00,184.166666666667,129.5,97.5833333333333,276.2
2022-10-02 11:00:00,366.166666666667,124.833333333333,94.4,276.916666666667
2022-10-02 12:00:00,342.666666666667,118.833333333333,83.2833333333333,277.866666666667
2022-10-02 13:00:00,312.5,112.5,94.2666666666667,277.25
2022-10-02 14:00:00,418.0,110.0,80.7333333333333,278.266666666667
2022-10-02 15:00:00,252.333333333333,101.333333333333,76.9333333333333,278.516666666667
2022-10-02 16:00:00,225.166666666667,96.0,76.1333333333333,278.183333333333
2022-10-02 17:00:00,112.5,95.1666666666667,71.0166666666667,278.15
2022-10-02 18:00:00,19.3333333333333,107.333333333333,69.2166666666667,277.9
2022-10-02 19:00:00,0.0,111.166666666667,74.45,277.166666666667
2022-10-02 20:00:00,0.0,110.166666666667,74.9833333333333,276.833333333333
2022-10-02 21:00:00,0.0,97.8333333333333,74.0333333333334,276.15
2022-10-02 22:00:00,0.0,90.3333333333333,76.5166666666667,275.7
2022-10-02 23:00:00,0.0,94.1666666666667,88.0166666666667,275.216666666667
2022-10-03 00:00:00,0.0,86.8333333333333,95.3333333333333,274.366666666667
2022-10-03 01:00:00,0.0,88.1666666666667,97.7666666666667,273.616666666667
2022-10-03 02:00:00,0.0,91.1666666666667,98.2,273.65
2022-10-03 03:00:00,0.0,85.8333333333333,98.75,274.2
2022-10-03 04:00:00,0.0,76.5,97.7833333333334,274.45
2022-10-03 05:00:00,0.0,85.3333333333333,97.1333333333333,274.866666666667
2022-10-03 06:00:00,0.0,83.3333333333333,93.5833333333333,274.683333333333
2022-10-03 07:00:00,31.0,78.5,89.0166666666667,274.45
2022-10-03 08:00:00,203.666666666667,84.5,93.4333333333333,274.616666666667
2022-10-03 09:00:00,557.0,91.1666666666667,84.7166666666667,275.716666666667
2022-10-03 10:00:00,547.333333333333,83.1666666666667,83.0833333333333,275.816666666667
2022-10-03 11:00:00,606.666666666667,72.5,74.2666666666667,276.183333333333
2022-10-03 12:00:00,908.166666666667,69.8333333333333,66.4833333333333,276.333333333333
2022-10-03 13:00:00,873.666666666667,69.8333333333333,59.75,277.4
