date,temp,sw_in,rel_hum,hs
2023-02-17 21:00:00,269.083333333333,0.0,84.8333333333333,633.166666666667
2023-02-17 22:00:00,269.083333333333,0.0,84.8333333333333,637.333333333333
2023-02-17 23:00:00,269.416666666667,0.0,79.0,637.333333333333
2023-02-18 00:00:00,269.516666666667,0.0,76.8333333333333,637.833333333333
2023-02-18 01:00:00,270.216666666667,0.0,72.3333333333333,636.5
2023-02-18 02:00:00,271.45,0.0,65.0,636.5
2023-02-18 03:00:00,271.433333333333,0.0,66.3333333333333,635.666666666667
2023-02-18 04:00:00,271.533333333333,0.0,62.6666666666667,635.0
2023-02-18 05:00:00,271.4,0.0,61.1666666666667,631.833333333333
2023-02-18 06:00:00,271.366666666667,0.0,62.3333333333333,626.166666666667
2023-02-18 07:00:00,271.233333333333,0.0,61.8333333333333,625.0
2023-02-18 08:00:00,270.633333333333,15.3333333333333,60.3333333333333,624.5
2023-02-18 09:00:00,271.05,116.666666666667,57.1666666666667,631.166666666667
2023-02-18 10:00:00,271.25,304.666666666667,51.6666666666667,629.5
2023-02-18 11:00:00,271.666666666667,457.5,43.1666666666667,621.166666666667
2023-02-18 12:00:00,271.716666666667,452.166666666667,34.5,616.5
2023-02-18 13:00:00,271.883333333333,547.166666666667,36.8333333333333,618.833333333333
2023-02-18 14:00:00,271.9,509.666666666667,41.1666666666667,625.666666666667
2023-02-18 15:00:00,271.883333333333,465.666666666667,42.1666666666667,617.833333333334
2023-02-18 16:00:00,271.416666666667,268.666666666667,46.0,616.166666666667
2023-02-18 17:00:00,270.866666666667,124.333333333333,45.8333333333333,621.0
2023-02-18 18:00:00,270.383333333333,16.5,43.3333333333333,628.0
2023-02-18 19:00:00,270.166666666667,0.0,44.3333333333333,629.833333333333
2023-02-18 20:00:00,269.983333333333,0.0,44.3333333333333,633.5
2023-02-18 21:00:00,269.933333333333,0.0,45.0,631.166666666667
2023-02-18 22:00:00,269.916666666667,0.0,44.1666666666667,624.333333333333
2023-02-18 23:00:00,269.7,0.0,42.3333333333333,615.5
2023-02-19 00:00:00,269.466666666667,0.0,40.6666666666667,608.833333333333
2023-02-19 01:00:00,269.383333333333,0.0,40.8333333333333,623.333333333333
2023-02-19 02:00:00,269.266666666667,0.0,41.0,627.333333333333
2023-02-19 03:00:00,269.15,0.0,42.0,617.5
2023-02-19 04:00:00,268.983333333333,0.0,42.6666666666667,614.5
2023-02-19 05:00:00,268.866666666667,0.0,43.5,613.666666666667
2023-02-19 06:00:00,268.9,0.0,43.0,612.666666666667
2023-02-19 07:00:00,268.816666666667,0.0,48.0,617.833333333334
2023-02-19 08:00:00,268.766666666667,11.1666666666667,57.5,611.0
2023-02-19 09:00:00,268.633333333333,136.333333333333,69.0,605.5
2023-02-19 10:00:00,269.283333333333,445.666666666667,67.6666666666667,607.5
2023-02-19 11:00:00,268.8,416.5,67.3333333333333,608.5
2023-02-19 12:00:00,268.633333333333,544.5,59.1666666666667,615.333333333333
2023-02-19 13:00:00,268.616666666667,606.333333333333,52.5,618.666666666667
2023-02-19 14:00:00,268.533333333333,583.5,51.1666666666667,625.5
2023-02-19 15:00:00,268.716666666667,546.5,52.8333333333333,632.666666666667
2023-02-19 16:00:00,268.466666666667,274.833333333333,53.3333333333333,625.5
2023-02-19 17:00:00,267.7,192.833333333333,59.8333333333333,628.166666666667
2023-02-19 18:00:00,266.85,20.0,63.5,640.833333333334
