date,sw_in,hs,rel_hum,temp
2022-10-01 00:00:00,0.0,76.0,80.1833333333333,274.15
2022-10-01 01:00:00,0.0,76.1666666666667,88.2,273.85
2022-10-01 02:00:00,0.0,76.1666666666667,92.2333333333333,273.516666666667
2022-10-01 03:00:00,0.0,76.0,88.1666666666667,273.966666666667
2022-10-01 04:00:00,0.0,75.3333333333333,82.3333333333333,274.066666666667
2022-10-01 05:00:00,0.0,76.0,75.3833333333333,274.083333333333
2022-10-01 06:00:00,0.0,76.3333333333333,70.7666666666667,274.3
2022-10-01 07:00:00,57.8333333333333,76.0,73.0166666666667,274.033333333333
2022-10-01 08:00:00,135.333333333333,74.5,76.6833333333333,274.583333333333
2022-10-01 09:00:00,253.5,70.5,75.15,275.3
2022-10-01 10:00:00,254.0,63.1666666666667,76.6833333333333,275.8
2022-10-01 11:00:00,242.666666666667,58.0,59.65,276.8
2022-10-01 12:00:00,284.166666666667,57.3333333333333,58.3666666666667,277.183333333333
2022-10-01 13:00:00,242.666666666667,61.0,65.9166666666667,276.633333333333
2022-10-01 14:00:00,224.833333333333,62.0,82.35,275.883333333333
2022-10-01 15:00:00,183.333333333333,59.5,85.6833333333333,275.916666666667
2022-10-01 16:00:00,112.166666666667,54.6666666666667,92.6,275.55
2022-10-01 17:00:00,38.6666666666667,53.0,99.9,274.7
2022-10-01 18:00:00,5.83333333333333,52.1666666666667,99.9,274.2
2022-10-01 19:00:00,0.0,54.1666666666667,99.9,273.866666666667
2022-10-01 20:00:00,0.0,54.5,99.9,273.616666666667
2022-10-01 21:00:00,0.0,57.1666666666667,99.9,273.466666666667
2022-10-01 22:00:00,0.0,56.1666666666667,99.9,273.383333333333
2022-10-01 23:00:00,0.0,59.0,99.9,273.4
2022-10-02 00:00:00,0.0,69.8333333333333,99.9,273.333333333333
2022-10-02 01:00:00,0.0,92.1666666666667,99.9,273.166666666667
2022-10-02 02:00:00,0.0,113.166666666667,99.9,273.05
2022-10-02 03:00:00,0.0,127.333333333333,99.9,273.266666666667
2022-10-02 04:00:00,0.0,140.166666666667,99.9,273.433333333333
2022-10-02 05:00:00,0.0,147.0,99.9,273.55
2022-10-02 06:00:00,0.0,146.166666666667,99.9,273.766666666667
2022-10-02 07:00:00,4.33333333333333,142.666666666667,99.9,274.25
2022-10-02 08:00:00,30.6666666666667,142.333333333333,99.9833333333333,275.0
2022-10-02 09:00:00,112.0,143.333333333333,99.9833333333333,275.766666666667
2022-10-02 10:00:00,347.333333333333,137.833333333333,96.5,276.966666666667
2022-10-02 11:00:00,342.166666666667,125.0,92.2166666666667,277.716666666667
2022-10-02 12:00:00,466.0,106.166666666667,96.2,278.05
2022-10-02 13:00:00,378.333333333333,89.8333333333333,93.2333333333333,278.9
2022-10-02 14:00:00,243.333333333333,75.5,93.9,278.416666666667
2022-10-02 15:00:00,186.333333333333,65.3333333333333,94.4,278.283333333333
2022-10-02 16:00:00,179.5,57.0,96.3,278.133333333333
2022-10-02 17:00:00,80.0,51.6666666666667,94.6666666666667,277.733333333333
2022-10-02 18:00:00,24.5,48.6666666666667,64.9666666666667,278.533333333333
2022-10-02 19:00:00,0.166666666666667,50.0,57.9,278.533333333333
2022-10-02 20:00:00,0.0,50.3333333333333,63.3666666666667,277.866666666667
2022-10-02 21:00:00,0.0,51.8333333333333,81.05,276.383333333333
2022-10-02 22:00:00,0.0,53.6666666666667,99.1166666666667,275.116666666667
2022-10-02 23:00:00,0.0,53.8333333333333,95.8,274.966666666667
2022-10-03 00:00:00,0.0,50.1666666666667,98.3,274.45
2022-10-03 01:00:00,0.0,51.1666666666667,98.5833333333333,274.3
2022-10-03 02:00:00,0.0,51.5,99.65,273.6
2022-10-03 03:00:00,0.0,53.0,99.9,273.183333333333
2022-10-03 04:00:00,0.0,52.3333333333333,99.9,273.45
2022-10-03 05:00:00,0.0,47.8333333333333,99.9,273.65
2022-10-03 06:00:00,0.0,47.0,99.9,273.766666666667
2022-10-03 07:00:00,26.6666666666667,49.1666666666667,99.9,273.683333333333
2022-10-03 08:00:00,167.666666666667,51.6666666666667,99.9,273.7
2022-10-03 09:00:00,370.166666666667,52.3333333333333,99.3166666666667,274.733333333333
2022-10-03 10:00:00,330.333333333333,49.0,99.9,274.516666666667
2022-10-03 11:00:00,678.166666666667,45.6666666666667,96.5,275.55
2022-10-03 12:00:00,777.0,43.5,82.85,276.816666666667
2022-10-03 13:00:00,777.0,38.8333333333333,70.7,277.033333333333
2022-10-03 14:00:00,723.5,36.8333333333333,61.7,277.316666666667
2022-10-03 15:00:00,611.5,31.1666666666667,54.4666666666667,277.633333333333
2022-10-03 16:00:00,454.666666666667,27.8333333333333,52.65,278.083333333333
2022-10-03 17:00:00,100.0,21.6666666666667,60.6666666666667,276.483333333333
2022-10-03 18:00:00,17.5,21.5,70.9666666666667,275.333333333333
2022-10-03 19:00:00,0.166666666666667,24.1666666666667,78.7,274.683333333333
2022-10-03 20:00:00,0.0,32.8333333333333,86.45,274.2
2022-10-03 21:00:00,0.0,41.0,88.6833333333333,273.95
2022-10-03 22:00:00,0.0,46.6666666666667,94.8833333333334,273.666666666667
2022-10-03 23:00:00,0.0,51.1666666666667,82.0833333333333,273.833333333333
2022-10-04 00:00:00,0.0,55.6666666666667,68.5666666666667,274.416666666667
2022-10-04 01:00:00,0.0,57.1666666666667,61.0333333333333,274.65
2022-10-04 02:00:00,0.0,57.1666666666667,55.7,274.8
2022-10-04 03:00:00,0.0,53.0,49.3166666666667,274.966666666667
2022-10-04 04:00:00,0.0,49.6666666666667,45.45,275.066666666667
2022-10-04 05:00:00,0.0,47.8333333333333,42.8333333333333,275.266666666667
2022-10-04 06:00:00,0.0,44.8333333333333,41.05,275.416666666667
2022-10-04 07:00:00,26.1666666666667,42.8333333333333,40.4333333333333,275.55
2022-10-04 08:00:00,178.333333333333,42.1666666666667,40.6666666666667,276.783333333333
2022-10-04 09:00:00,288.0,45.1666666666667,37.3666666666667,278.016666666667
2022-10-04 10:00:00,423.833333333333,42.1666666666667,37.6,278.75
2022-10-04 11:00:00,498.166666666667,33.1666666666667,36.9666666666667,279.616666666667
2022-10-04 12:00:00,497.5,23.8333333333333,36.3333333333333,280.033333333333
2022-10-04 13:00:00,561.666666666667,19.6666666666667,36.1833333333333,280.516666666667
2022-10-04 14:00:00,544.666666666667,22.0,35.5666666666667,280.85
2022-10-04 15:00:00,557.166666666667,24.1666666666667,33.5166666666667,281.533333333333
2022-10-04 16:00:00,336.833333333333,22.8333333333333,32.5,281.533333333333
2022-10-04 17:00:00,100.333333333333,24.3333333333333,28.1833333333333,281.116666666667
2022-10-04 18:00:00,20.6666666666667,26.8333333333333,26.9,280.883333333333
2022-10-04 19:00:00,0.166666666666667,30.6666666666667,36.3833333333333,279.433333333333
2022-10-04 20:00:00,0.0,33.0,39.2166666666667,278.916666666667
2022-10-04 21:00:00,0.0,31.1666666666667,35.7666666666667,279.366666666667
2022-10-04 22:00:00,0.0,30.3333333333333,35.0666666666667,279.35
2022-10-04 23:00:00,0.0,30.6666666666667,35.1666666666667,279.2
2022-10-05 00:00:00,0.0,32.0,33.3166666666667,279.466666666667
2022-10-05 01:00:00,0.0,32.8333333333333,35.4,279.866666666667
2022-10-05 02:00:00,0.0,31.6666666666667,38.4,280.083333333333
2022-10-05 03:00:00,0.0,31.5,43.6166666666667,280.083333333333
2022-10-05 04:00:00,0.0,29.5,45.2166666666667,280.316666666667
2022-10-05 05:00:00,0.0,30.1666666666667,45.0,280.533333333333
2022-10-05 06:00:00,0.0,30.3333333333333,47.9666666666667,280.683333333333
2022-10-05 07:00:00,17.3333333333333,33.6666666666667,46.3666666666667,281.116666666667
2022-10-05 08:00:00,183.666666666667,34.1666666666667,43.2833333333333,283.183333333333
2022-10-05 09:00:00,371.666666666667,32.3333333333333,42.4666666666667,284.433333333333
2022-10-05 10:00:00,544.666666666667,27.6666666666667,40.7166666666667,285.3
2022-10-05 11:00:00,632.666666666667,22.5,37.7833333333333,286.216666666667
2022-10-05 12:00:00,665.5,20.1666666666667,35.9666666666667,286.916666666667
2022-10-05 13:00:00,741.666666666667,22.5,34.5833333333333,287.433333333333
2022-10-05 14:00:00,696.5,22.3333333333333,35.8833333333333,287.366666666667
2022-10-05 15:00:00,578.666666666667,20.6666666666667,37.1,287.066666666667
2022-10-05 16:00:00,414.833333333333,12.1666666666667,36.3666666666667,287.15
2022-10-05 17:00:00,101.666666666667,4.16666666666667,36.5166666666667,286.2
