date,rel_hum,temp,wind_dir,wind_speed
2022-10-01 00:00:00,94.8666666666667,273.983333333333,59.0761750621223,1.45020605713958
2022-10-01 01:00:00,81.7333333333333,274.483333333333,61.3906957127674,2.6509631713945
2022-10-01 02:00:00,89.4666666666667,274.033333333333,45.2832169666923,2.4506600528181
2022-10-01 03:00:00,83.4833333333333,274.05,57.4862781558608,0.74679379984759
2022-10-01 04:00:00,76.7833333333334,274.5,59.4399078436445,2.15633374272518
2022-10-01 05:00:00,74.4666666666667,274.483333333333,57.6681156019743,3.6540285972777
2022-10-01 06:00:00,73.5166666666667,274.35,60.7543524739976,2.94653120394775
2022-10-01 07:00:00,69.3333333333333,274.75,62.9741177715757,2.98579493077803
2022-10-01 08:00:00,65.9333333333333,275.033333333333,63.0355675830418,2.6091852793233
2022-10-01 09:00:00,68.1833333333333,275.1,30.3159436274137,3.95568250715856
2022-10-01 10:00:00,60.6833333333333,275.716666666667,36.8595681625957,6.35847744522364
2022-10-01 11:00:00,59.9,275.916666666667,25.9177733440348,7.35349647581328
2022-10-01 12:00:00,96.3666666666667,273.5,30.6810680781272,4.07918886715158
2022-10-01 13:00:00,96.7833333333333,274.683333333333,43.4097133308118,6.52077363048746
2022-10-01 14:00:00,90.6666666666667,275.55,26.8246637200766,7.12676555751289
2022-10-01 15:00:00,97.4333333333333,275.066666666667,358.815530352503,6.32841554570905
2022-10-01 16:00:00,100.2,274.416666666667,359.963931602661,5.59648311741933
2022-10-01 17:00:00,100.2,274.083333333333,3.45398632674727,5.9544757343503
2022-10-01 18:00:00,100.2,274.083333333333,0.707152136618902,6.35436684581753
2022-10-01 19:00:00,100.2,274.05,16.4171546658329,6.50480787615631
2022-10-01 20:00:00,100.2,274.5,15.2205381179198,7.43847008671688
2022-10-01 21:00:00,100.2,274.9,13.0463537275144,8.46724685709217
2022-10-01 22:00:00,100.2,275.233333333333,9.0239028135108,10.8802602751538
2022-10-01 23:00:00,100.2,275.333333333333,0.884091583814552,11.2373552389986
2022-10-02 00:00:00,100.2,275.35,347.096098594208,7.47703902557078
2022-10-02 01:00:00,100.2,275.15,4.69079486452085,10.3823717492436
2022-10-02 02:00:00,100.2,275.316666666667,10.6719812348581,7.76396453732048
2022-10-02 03:00:00,100.2,275.766666666667,5.0979896462286,8.11115544056501
2022-10-02 04:00:00,100.2,275.783333333333,7.10660855626384,7.64130155074207
2022-10-02 05:00:00,100.2,275.85,5.8806371214061,7.94111838812915
2022-10-02 06:00:00,100.2,276.0,11.9984074703604,6.55856085665971
2022-10-02 07:00:00,98.4166666666667,276.733333333333,14.4693438436464,7.29170892714975
2022-10-02 08:00:00,85.9833333333333,277.883333333333,18.2935979368772,8.69280838875602
2022-10-02 09:00:00,84.0166666666667,278.383333333333,19.1019475952681,6.662232513359
2022-10-02 10:00:00,90.5166666666667,278.166666666667,18.6834609244025,7.1863923234082
2022-10-02 11:00:00,92.7666666666667,278.333333333333,19.9694060846822,8.12239232188541
2022-10-02 12:00:00,84.7833333333334,278.833333333333,16.7466623470079,7.38485114220503
2022-10-02 13:00:00,87.6333333333333,278.783333333333,23.2412961383105,5.45721999502676
2022-10-02 14:00:00,79.95,280.133333333333,0.359428874884429,6.94219069075292
2022-10-02 15:00:00,79.7,279.883333333333,352.618356154582,8.56330920426238
2022-10-02 16:00:00,83.5,279.45,13.0043751200766,8.1750718062963
2022-10-02 17:00:00,76.8166666666667,279.583333333333,12.1151537275795,8.86609236565956
2022-10-02 18:00:00,93.5,278.35,10.913851685448,7.78760334537534
2022-10-02 19:00:00,94.4666666666667,277.766666666667,6.70582863850757,7.66648448249549
2022-10-02 20:00:00,94.3833333333333,277.383333333333,3.49651661862913,8.38978628930617
2022-10-02 21:00:00,99.95,276.6,1.59020912538142,7.63124942386607
2022-10-02 22:00:00,97.7333333333333,276.116666666667,12.7828363649051,6.08045822138534
2022-10-02 23:00:00,96.0833333333333,275.733333333333,7.95271855342048,6.89554108729647
2022-10-03 00:00:00,100.2,274.983333333333,3.99119512148877,9.26457795045561
2022-10-03 01:00:00,100.2,274.7,10.1419430462686,6.46507757313372
2022-10-03 02:00:00,100.2,275.233333333333,13.5731524147509,5.02438654036267
2022-10-03 03:00:00,100.2,275.65,359.957020424034,5.89526296001894
2022-10-03 04:00:00,100.2,275.633333333333,1.57047367792001,4.62843835641345
2022-10-03 05:00:00,100.2,275.55,358.612783426902,5.62181513725435
2022-10-03 06:00:00,100.2,275.4,1.96290950565242,4.71267812740419
2022-10-03 07:00:00,100.2,275.133333333333,356.368873721573,4.66687840453243
2022-10-03 08:00:00,100.2,275.066666666667,359.964210105399,3.61925485814183
2022-10-03 09:00:00,100.2,274.983333333333,3.42781237165701,4.37387269028775
2022-10-03 10:00:00,100.2,274.8,11.9492566857151,4.72151681354672
2022-10-03 11:00:00,94.0,275.466666666667,12.436890794073,5.58965322985571
2022-10-03 12:00:00,81.7,276.766666666667,353.357398316514,4.20846469134745
2022-10-03 13:00:00,78.1166666666667,277.366666666667,351.3389353176,4.3242599967552
2022-10-03 14:00:00,68.9333333333333,278.016666666667,354.572101090794,4.96593136472841
2022-10-03 15:00:00,73.55,278.416666666667,349.368409840122,5.17677611596069
2022-10-03 16:00:00,86.7,278.016666666667,347.473694738725,4.68025335734039
2022-10-03 17:00:00,97.25,276.816666666667,354.857907098549,3.58652502914143
2022-10-03 18:00:00,82.1166666666667,276.6,14.7886105169281,2.62504330320563
2022-10-03 19:00:00,74.9833333333333,276.933333333333,37.7920117223018,3.20748263563816
2022-10-03 20:00:00,68.0666666666667,277.016666666667,48.7590276073361,2.24839194951097
2022-10-03 21:00:00,74.1833333333333,276.666666666667,31.9022737124963,2.39239569795777
2022-10-03 22:00:00,55.0166666666667,276.933333333333,47.3649466354833,2.24019673307847
2022-10-03 23:00:00,33.95,277.45,61.3999608629257,3.02573640101972
2022-10-04 00:00:00,24.55,277.783333333333,62.8931742531087,3.37718354610848
2022-10-04 01:00:00,22.5833333333333,278.2,68.7441274507201,3.14929538010903
2022-10-04 02:00:00,24.4666666666667,278.533333333333,64.2605825739086,2.22892859032786
2022-10-04 03:00:00,28.1333333333333,278.583333333333,47.3692336424987,2.08225120746141
2022-10-04 04:00:00,29.4833333333333,278.733333333333,47.6900856806142,2.52353212102183
2022-10-04 05:00:00,28.6333333333333,279.033333333333,52.6355752932458,3.11540476604096
2022-10-04 06:00:00,27.7833333333333,279.25,54.4622163708194,3.20090118964363
2022-10-04 07:00:00,28.1666666666667,279.216666666667,56.1027454662992,3.09471202173296
2022-10-04 08:00:00,28.9833333333333,279.25,60.0009333117157,3.53409401186294
2022-10-04 09:00:00,28.05,279.683333333333,42.7723152237135,2.24902896519678
2022-10-04 10:00:00,28.4333333333333,280.366666666667,34.7057334892102,2.58903669644985
2022-10-04 11:00:00,29.35,281.033333333333,29.2576056838864,2.54395934566172
2022-10-04 12:00:00,29.3,281.616666666667,10.6905421604392,3.3287833722275
