date,temp,precip,sw_in,rel_hum,wind_dir,wind_speed,air_pres,hs
2023-01-22 08:00:00,261.166666666667,0.0,1.78333333333333,67.9666666666667,207.620900423383,0.379934853672976,770.45,495.5
2023-01-22 09:00:00,261.583333333333,0.0,34.2166666666667,65.0833333333333,239.492972127671,1.39860860324955,770.816666666667,497.166666666667
2023-01-22 10:00:00,262.833333333333,0.0,100.466666666667,59.75,232.577112160931,3.20383491075097,771.266666666667,493.166666666667
2023-01-22 11:00:00,264.633333333333,0.0,304.2,55.2833333333333,229.486371622253,2.55943337682387,771.5,490.5
2023-01-22 12:00:00,265.633333333333,0.0,393.1,53.4666666666667,238.602474046485,1.21230783589358,771.566666666667,483.833333333333
2023-01-22 13:00:00,265.85,0.0,430.3,55.25,232.752436643424,1.70157806457856,771.3,479.833333333334
2023-01-22 14:00:00,267.233333333333,0.0,402.983333333333,51.65,216.685705585294,1.01463213469359,771.183333333333,481.0
2023-01-22 15:00:00,266.683333333333,0.0,329.883333333333,61.1166666666667,315.607573255385,0.26667427304119,771.45,466.5
2023-01-22 16:00:00,265.583333333333,0.0,194.05,62.0,233.66670947237,0.983704924437925,771.8,475.833333333333
2023-01-22 17:00:00,264.733333333333,0.0,50.55,64.0,251.447526511856,0.683117724411367,771.9,493.333333333333
2023-01-22 18:00:00,264.75,0.0,1.0,57.7333333333333,232.851231038252,1.01999765190683,772.3,496.5
2023-01-22 19:00:00,264.633333333333,0.0,0.0666666666666667,55.5,242.453539434354,1.58966208757583,772.65,492.166666666667
2023-01-22 20:00:00,263.866666666667,0.0,0.266666666666667,57.4166666666667,239.114509340735,3.80887564900768,773.15,492.333333333333
2023-01-22 21:00:00,265.066666666667,0.0,0.133333333333333,54.0666666666667,236.179870595924,2.91602468944349,773.383333333333,494.666666666667
2023-01-22 22:00:00,264.716666666667,0.0,0.116666666666667,54.5666666666667,254.816310796299,1.09396987477453,773.866666666667,494.0
2023-01-22 23:00:00,263.883333333333,0.0,0.0833333333333333,57.4166666666667,240.259165063448,1.86141973753914,774.4,494.166666666667
2023-01-23 00:00:00,263.183333333333,0.0,0.0833333333333333,57.8666666666667,231.58747101235,4.25458384576526,774.366666666667,493.333333333333
2023-01-23 01:00:00,263.9,0.0,0.133333333333333,56.2833333333333,238.85636859111,2.85147263237028,774.55,492.5
2023-01-23 02:00:00,264.883333333333,0.0,0.183333333333333,53.3666666666667,242.326738224343,2.11838905008338,774.65,494.666666666667
2023-01-23 03:00:00,266.583333333333,0.0,0.333333333333333,51.25,242.757699109105,0.176598522815125,774.55,496.166666666667
2023-01-23 04:00:00,266.85,0.0,0.4,53.5333333333333,294.966509029713,0.326921139929514,774.7,495.166666666667
2023-01-23 05:00:00,266.416666666667,0.0,0.183333333333333,57.6166666666667,236.032860527334,1.86565745765152,774.6,493.833333333333
2023-01-23 06:00:00,265.833333333333,0.0,0.2,59.7333333333333,242.104457538839,2.38067321980117,774.616666666667,492.5
2023-01-23 07:00:00,266.916666666667,0.0,0.316666666666667,56.8166666666667,228.866221250751,0.855309534008744,774.683333333333,496.0
2023-01-23 08:00:00,268.183333333333,0.0,1.33333333333333,55.3166666666667,266.294636978986,0.345782567990882,774.683333333333,495.5
2023-01-23 09:00:00,270.166666666667,0.0,28.2333333333333,49.2333333333334,244.538163314909,6.3197209786843,774.6,496.666666666667
2023-01-23 10:00:00,270.4,0.0,76.25,49.4333333333333,237.71437851023,5.45219734939168,774.85,494.333333333333
2023-01-23 11:00:00,270.433333333333,0.0,145.016666666667,49.9,239.364782155848,4.41453246188371,775.283333333333,490.166666666667
2023-01-23 12:00:00,270.716666666667,0.0,248.466666666667,51.8833333333334,240.493513343316,4.20905768671293,775.433333333333,487.166666666667
2023-01-23 13:00:00,270.866666666667,0.0,276.516666666667,53.25,279.843820019659,0.994772888101019,775.3,476.0
2023-01-23 14:00:00,271.116666666667,0.0,202.683333333333,52.9166666666667,19.5137141092987,0.562846467118011,775.1,472.333333333333
2023-01-23 15:00:00,270.95,0.0,139.533333333333,55.3166666666667,24.4965750017085,0.590808318912955,775.2,478.666666666667
2023-01-23 16:00:00,270.783333333333,0.0,98.4,56.7666666666667,19.5557726224559,0.63164994198913,775.416666666667,481.5
2023-01-23 17:00:00,269.7,0.0,25.65,63.9833333333333,20.5639807913733,0.678934871333967,775.8,482.0
2023-01-23 18:00:00,268.55,0.0,0.933333333333333,73.4166666666667,357.901635220727,0.16577947853356,776.316666666667,483.5
2023-01-23 19:00:00,267.733333333333,0.3,0.383333333333333,88.5666666666667,252.168429943826,0.627400818492446,777.083333333333,484.833333333333
2023-01-23 20:00:00,267.533333333333,0.2,0.4,93.0333333333333,349.0983960346,1.09858218679884,777.816666666667,488.166666666667
2023-01-23 21:00:00,267.95,0.2,0.433333333333333,85.15,28.4644538024699,1.77526283561606,778.316666666667,495.333333333333
2023-01-23 22:00:00,267.516666666667,0.2,0.383333333333333,90.7333333333333,7.16679420747255,1.27808736454387,778.933333333333,497.333333333333
2023-01-23 23:00:00,267.8,0.1,0.366666666666667,81.7833333333334,223.036186275425,1.38010224073507,779.266666666667,489.5
2023-01-24 00:00:00,268.683333333333,0.0,0.283333333333333,67.0,194.530919627406,2.50058524435375,779.516666666667,522.0
2023-01-24 01:00:00,268.466666666667,0.0,0.266666666666667,69.7,180.746985127471,2.91234599696147,779.833333333333,524.166666666667
2023-01-24 02:00:00,268.15,0.0,0.35,73.4333333333333,188.469323330568,2.13144128842123,779.933333333333,521.833333333333
2023-01-24 03:00:00,266.983333333333,0.0,0.2,83.8666666666667,305.898479288739,0.41750194936265,780.25,526.333333333333
2023-01-24 04:00:00,266.85,0.0,0.316666666666667,81.45,259.313961797745,0.192537905022484,780.566666666667,526.166666666667
2023-01-24 05:00:00,266.4,0.0,0.216666666666667,78.8833333333334,236.902306388156,1.20568775288941,780.7,524.166666666667
2023-01-24 06:00:00,266.016666666667,0.0,0.1,73.6833333333333,237.74812883093,1.91751609467639,780.75,518.833333333333
2023-01-24 07:00:00,266.016666666667,0.0,0.2,70.3666666666667,235.018195349768,2.69816540389002,781.05,513.333333333333
2023-01-24 08:00:00,265.516666666667,0.0,1.85,70.9,239.687686188171,3.5115078134671,781.55,511.333333333333
2023-01-24 09:00:00,266.15,0.0,68.4,70.6166666666667,235.295100298081,3.83684873070915,781.916666666667,518.333333333333
2023-01-24 10:00:00,268.016666666667,0.0,136.783333333333,68.5833333333333,235.180392042376,1.5022077103897,782.516666666667,523.666666666667
2023-01-24 11:00:00,269.0,0.0,161.65,66.0333333333333,238.10777572759,0.869641859148762,782.9,517.0
2023-01-24 12:00:00,268.833333333333,0.0,252.5,75.1666666666667,236.690712068383,1.57509199268559,782.95,507.5
2023-01-24 13:00:00,268.883333333333,0.0,259.166666666667,80.0166666666667,229.663398970664,1.50387639063216,782.766666666667,494.833333333333
2023-01-24 14:00:00,269.033333333333,0.0,202.566666666667,78.15,234.975428737412,1.80763156056438,782.383333333333,500.5
2023-01-24 15:00:00,269.4,0.0,134.716666666667,75.9166666666667,236.958790736582,1.89140517176846,782.3,504.833333333333
2023-01-24 16:00:00,269.6,0.0,72.8,73.8333333333333,238.512231574065,2.05664184673336,782.5,509.666666666667
2023-01-24 17:00:00,269.316666666667,0.0,27.8166666666667,69.75,233.032430616711,1.95209303706965,782.666666666667,499.333333333333
2023-01-24 18:00:00,268.75,0.0,1.25,67.35,237.696830594086,2.33295385470352,782.7,497.833333333333
2023-01-24 19:00:00,269.066666666667,0.0,0.333333333333333,65.5166666666667,235.740322051636,2.43079049073238,782.933333333333,494.5
2023-01-24 20:00:00,269.716666666667,0.0,0.366666666666667,67.4333333333333,239.113121076761,2.43994894916712,783.033333333333,499.666666666667
2023-01-24 21:00:00,269.933333333333,0.0,0.333333333333333,67.1666666666667,245.39050748463,1.93601793884821,783.2,512.5
2023-01-24 22:00:00,269.716666666667,0.0,0.333333333333333,68.4666666666667,240.480300218738,1.72963687780982,783.433333333333,512.0
2023-01-24 23:00:00,270.133333333333,0.0,0.366666666666667,67.4666666666667,232.959897201118,1.17781104190163,783.333333333333,510.833333333333
2023-01-25 00:00:00,269.283333333333,0.0,0.216666666666667,69.1,235.622522095249,2.38633351003866,783.0,511.0
2023-01-25 01:00:00,269.633333333333,0.0,0.25,66.95,236.554344222509,1.77183109449494,782.9,509.666666666667
2023-01-25 02:00:00,269.6,0.0,0.0666666666666667,62.45,232.244390613887,0.673230064492922,782.916666666667,510.0
2023-01-25 03:00:00,268.116666666667,0.0,0.0333333333333333,61.2833333333333,241.997787473366,3.05316436925208,782.833333333333,507.833333333333
2023-01-25 04:00:00,267.616666666667,0.0,0.183333333333333,60.0,239.370273840129,4.04262529728773,782.466666666667,510.166666666667
2023-01-25 05:00:00,268.0,0.0,0.183333333333333,58.6166666666667,241.939589579363,3.97069758939994,782.183333333333,509.0
2023-01-25 06:00:00,268.5,0.0,0.15,51.9333333333333,240.474844646078,3.21368752874373,781.816666666667,507.333333333333
2023-01-25 07:00:00,268.633333333333,0.0,0.15,44.2333333333333,245.315006850272,3.16317783951055,781.583333333333,500.833333333333
2023-01-25 08:00:00,270.083333333333,0.0,1.58333333333333,34.7333333333333,235.359958501869,1.48251555588411,781.4,496.666666666667
2023-01-25 09:00:00,271.2,0.0,21.2166666666667,32.45,205.746385747451,2.48880194229537,781.15,500.666666666667
2023-01-25 10:00:00,271.733333333333,0.0,82.1333333333334,29.05,214.441290806023,2.45153183006483,780.783333333333,498.166666666667
2023-01-25 11:00:00,271.383333333333,0.0,220.5,32.05,218.365578118423,0.492695042445016,780.6,493.166666666667
