date,region_id,n_valid,n_snow,n_cloud,scf,cloud_fraction,tiles_used,source
2024-11-11,,216506,56455,0,0.2607548982476236,0.0,32TPS;32TPT,CLMS_WSI_FSC_020m_T32TPS_20241111T102750_S2B_V200_FSCTOC.tif;CLMS_WSI_FSC_020m_T32TPT_20241111T102736_S2B_V200_FSCTOC.tif
2025-02-19,,215091,211050,1415,0.981212603037784,0.006535615641136966,32TPS;32TPT,CLMS_WSI_FSC_020m_T32TPS_20250219T102800_S2B_V200_FSCTOC.tif;CLMS_WSI_FSC_020m_T32TPT_20250219T102746_S2B_V200_FSCTOC.tif
2025-05-30,,164395,117530,52212,0.7149244198424526,0.24104484157945033,32TPS;32TPT,CLMS_WSI_FSC_020m_T32TPS_20250530T102756_S2B_V200_FSCTOC.tif;CLMS_WSI_FSC_020m_T32TPT_20250530T102742_S2B_V200_FSCTOC.tif
2025-06-13,,216506,62382,0,0.2881305829861528,0.0,32TPS;32TPT,CLMS_WSI_FSC_020m_T32TPS_20250613T101813_S2A_V200_FSCTOC.tif;CLMS_WSI_FSC_020m_T32TPT_20250613T101759_S2A_V200_FSCTOC.tif
